personId,disp_sunshine,disp_keebler,disp_nabisco,disp_private,feat_sunshine,feat_keebler,feat_nabisco,feat_private,price_sunshine,price_keebler,price_nabisco,price_private,choice,lastChoice,personChoiceId,choiceId,keebler_last_chosen,nabisco_last_chosen,sunshine_last_chosen
2,0,0,0,0,0,0,0,0,1.05,1.29,1.29,0.64999998,sunshine,nabisco,15,30,0,1,0
3,0,0,0,0,0,0,0,0,0.99000001,1.09,0.99000001,0.79000002,private,nabisco,1,31,0,1,0
3,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.55000001,private,private,2,32,0,0,0
3,1,0,0,1,0,0,0,1,0.88999999,1.04,0.99000001,0.5,private,private,3,33,0,0,0
3,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.69,private,private,4,34,0,0,0
3,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.88999999,private,private,5,35,0,0,0
3,0,0,0,0,0,0,0,0,0.97000003,1.15,0.99000001,0.61000001,nabisco,private,6,36,0,0,0
3,0,0,1,0,0,0,0,0,0.97000003,1.25,1.09,0.61000001,nabisco,nabisco,7,37,0,1,0
3,0,0,0,0,0,1,0,0,0.97000003,0.99000001,1.25,0.61000001,nabisco,nabisco,8,38,0,1,0
3,0,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.88999999,private,nabisco,9,39,0,1,0
3,0,1,1,0,0,0,0,0,1.03,1.09,1.09,0.61000001,nabisco,private,10,40,0,0,0
3,0,0,0,0,0,0,0,0,1.09,1.29,1.25,0.61000001,nabisco,nabisco,11,41,0,1,0
3,0,0,0,0,0,0,0,0,1.05,1.29,1.25,0.61000001,nabisco,nabisco,12,42,0,1,0
3,0,0,0,1,0,0,0,1,0.93000001,1.1900001,0.98000002,0.68000001,private,nabisco,13,43,0,1,0
4,0,0,0,0,0,0,0,0,0.99000001,1.09,0.94999999,0.55000001,private,private,1,44,0,0,0
4,0,0,0,0,0,0,0,0,0.99000001,1.09,0.99000001,0.55000001,private,private,2,45,0,0,0
4,0,0,1,0,0,0,0,0,0.88999999,0.99000001,1.13,0.69,private,private,3,46,0,0,0
4,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.55000001,private,private,4,47,0,0,0
4,0,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.55000001,private,private,5,48,0,0,0
4,0,0,0,0,0,0,0,0,1.03,1.09,1.1900001,0.55000001,private,private,6,49,0,0,0
4,0,0,0,0,0,0,0,0,0.99000001,1.1900001,0.99000001,0.55000001,private,private,7,50,0,0,0
4,0,0,0,0,0,0,0,0,1.09,1.1900001,0.99000001,0.55000001,private,private,8,51,0,0,0
4,0,0,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.55000001,private,private,9,52,0,0,0
4,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.55000001,private,private,10,53,0,0,0
4,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.55000001,private,private,11,54,0,0,0
4,0,0,1,0,0,0,0,0,0.98000002,1.21,1.1900001,0.55000001,private,private,12,55,0,0,0
4,0,0,0,0,0,0,0,0,0.98000002,1.21,1.1900001,0.55000001,private,private,13,56,0,0,0
4,0,0,0,0,0,0,0,0,0.98000002,1.21,1.1900001,0.55000001,private,private,14,57,0,0,0
4,0,0,1,0,0,0,0,0,0.98000002,1.1900001,1.29,0.55000001,private,private,15,58,0,0,0
4,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.55000001,private,private,16,59,0,0,0
4,0,0,0,0,0,0,0,0,0.98000002,1.21,1.09,0.55000001,private,private,17,60,0,0,0
4,0,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.55000001,private,private,18,61,0,0,0
4,0,0,1,0,0,0,0,0,1.09,1.09,1.09,0.58999997,private,private,19,62,0,0,0
4,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.58999997,private,private,20,63,0,0,0
4,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.58999997,private,private,21,64,0,0,0
4,0,0,1,0,0,0,0,0,0.88999999,1.21,0.99000001,0.58999997,private,private,22,65,0,0,0
4,0,1,1,0,0,0,0,0,1.09,1.09,1.29,0.58999997,private,private,23,66,0,0,0
4,0,0,0,0,0,0,0,0,1.1900001,1.29,1.29,0.88999999,private,private,24,67,0,0,0
4,0,0,1,0,0,0,0,0,0.94999999,1.25,0.99000001,0.58999997,private,private,25,68,0,0,0
4,0,0,1,0,0,0,0,0,0.94999999,1.1900001,1.29,0.58999997,private,private,26,69,0,0,0
4,0,0,0,0,0,0,0,0,0.94999999,1.04,0.99000001,0.58999997,private,private,27,70,0,0,0
4,0,0,0,0,0,0,0,0,0.94999999,1.04,1.23,0.58999997,private,private,28,71,0,0,0
5,1,0,0,0,0,0,0,0,0.88999999,1.08,0.88999999,0.68000001,nabisco,keebler,1,72,1,0,0
5,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.77999997,nabisco,nabisco,2,73,0,1,0
5,0,0,0,0,0,0,0,0,0.99000001,1.09,1.1900001,0.70999998,keebler,nabisco,3,74,0,1,0
5,0,0,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.83999997,nabisco,keebler,4,75,1,0,0
5,0,0,0,0,0,1,0,0,1.09,0.99000001,1.26,0.68000001,keebler,nabisco,5,76,0,1,0
5,0,0,1,0,0,0,0,0,0.88,1.25,1.09,0.64999998,keebler,keebler,6,77,1,0,0
5,0,1,0,0,0,0,0,0,0.97000003,0.99000001,1.25,0.61000001,keebler,keebler,7,78,1,0,0
5,0,0,0,0,0,1,1,0,1.04,1.09,1.09,0.68000001,keebler,keebler,8,79,1,0,0
5,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.64999998,keebler,keebler,9,80,1,0,0
5,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.83999997,nabisco,keebler,10,81,1,0,0
5,0,0,1,1,0,0,0,0,1.05,1.25,1.29,0.64999998,keebler,nabisco,11,82,0,1,0
5,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.61000001,keebler,keebler,12,83,1,0,0
5,0,0,0,0,0,0,1,0,1.05,0.99000001,0.99000001,0.64999998,keebler,keebler,13,84,1,0,0
6,1,0,0,0,0,0,0,0,0.85000002,0.98000002,0.88999999,0.68000001,nabisco,private,1,85,0,0,0
6,0,0,1,0,0,0,0,0,0.99000001,1.09,0.99000001,0.55000001,private,nabisco,2,86,0,1,0
6,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.55000001,private,private,3,87,0,0,0
6,0,0,0,0,0,0,0,0,1.03,1.09,0.76999998,0.77999997,nabisco,private,4,88,0,0,0
6,0,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.55000001,private,nabisco,5,89,0,1,0
6,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.55000001,private,private,6,90,0,0,0
6,0,0,0,0,0,0,0,0,0.88999999,1.02,1.15,0.64999998,nabisco,private,7,91,0,0,0
6,0,0,0,0,0,0,0,0,1.03,1.09,1.1900001,0.55000001,private,nabisco,8,92,0,1,0
6,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.55000001,private,private,9,93,0,0,0
6,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.55000001,private,private,10,94,0,0,0
6,1,0,0,0,0,0,0,0,0.88999999,1.15,0.99000001,0.60000002,nabisco,private,11,95,0,0,0
6,0,0,0,0,0,0,0,0,1.09,1.1900001,0.74000001,0.70999998,nabisco,nabisco,12,96,0,1,0
6,0,0,0,0,0,0,0,0,1.09,1.1900001,0.99000001,0.55000001,private,nabisco,13,97,0,1,0
6,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.55000001,private,private,14,98,0,0,0
6,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.55000001,private,private,15,99,0,0,0
6,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.55000001,private,private,16,100,0,0,0
6,0,0,1,0,0,0,0,0,0.98000002,1.21,1.1900001,0.55000001,private,private,17,101,0,0,0
6,0,0,1,0,0,0,0,0,0.98000002,1.1900001,1.29,0.55000001,private,private,18,102,0,0,0
6,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.55000001,private,private,19,103,0,0,0
6,0,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.55000001,private,private,20,104,0,0,0
6,0,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.55000001,private,private,21,105,0,0,0
6,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.58999997,private,private,22,106,0,0,0
6,0,0,1,0,0,0,0,0,0.88999999,1.21,0.99000001,0.58999997,private,private,23,107,0,0,0
6,0,1,1,0,0,0,0,0,1.09,1.09,1.29,0.58999997,private,private,24,108,0,0,0
6,0,0,1,0,0,0,0,0,0.94999999,1.1900001,1.29,0.58999997,private,private,25,109,0,0,0
6,0,0,0,0,0,0,0,0,1.09,1.22,1.29,0.58999997,private,private,26,110,0,0,0
6,0,0,0,0,0,0,0,0,1.29,1.04,1.23,0.58999997,private,private,27,111,0,0,0
7,0,1,1,0,0,1,0,0,0.88999999,0.88999999,0.99000001,0.61000001,keebler,nabisco,1,112,0,1,0
7,0,0,0,0,0,0,0,0,0.95999998,1.1900001,0.49000001,0.68000001,nabisco,keebler,2,113,1,0,0
7,1,0,1,0,0,0,0,1,0.79000002,1.25,1.0599999,0.49000001,sunshine,nabisco,3,114,0,1,0
7,0,0,1,0,0,0,1,0,0.93000001,0.99000001,0.98000002,0.57999998,keebler,sunshine,4,115,0,0,1
7,0,0,0,0,0,0,0,0,0.97000003,1.15,0.99000001,0.61000001,nabisco,keebler,5,116,1,0,0
7,0,0,0,0,0,1,0,0,1.09,1.1900001,1.15,0.73000002,nabisco,nabisco,6,117,0,1,0
7,0,0,0,0,0,0,0,0,1.09,1.35,1.29,0.79000002,nabisco,nabisco,7,118,0,1,0
7,0,0,0,0,0,0,0,0,1.05,1.29,1.25,0.61000001,nabisco,nabisco,8,119,0,1,0
7,0,0,1,0,0,0,0,0,1.09,1.21,0.99000001,0.83999997,nabisco,nabisco,9,120,0,1,0
7,0,0,0,0,0,0,0,0,1.1900001,1.29,1.29,0.88999999,keebler,nabisco,10,121,0,1,0
7,0,1,0,1,0,0,0,0,0.93000001,1.12,0.98000002,0.63,nabisco,keebler,11,122,1,0,0
7,0,0,0,0,0,0,0,0,1.1900001,1.29,1.29,0.88999999,nabisco,nabisco,12,123,0,1,0
7,0,1,0,0,0,0,0,0,1.09,1.21,0.58999997,0.81999999,nabisco,nabisco,13,124,0,1,0
7,0,1,0,0,0,0,0,0,1.09,1.21,0.58999997,0.81999999,nabisco,nabisco,14,125,0,1,0
7,0,1,1,1,0,1,0,0,1.05,0.99000001,1.25,0.61000001,keebler,nabisco,15,126,0,1,0
7,0,0,1,0,0,0,0,0,1.05,1.29,0.99000001,0.61000001,nabisco,keebler,16,127,1,0,0
8,0,0,1,0,0,0,0,0,0.99000001,1.09,0.99000001,0.70999998,nabisco,nabisco,1,128,0,1,0
8,0,0,0,0,0,0,0,0,0.79000002,1.09,1.09,0.77999997,nabisco,nabisco,2,129,0,1,0
8,1,0,0,0,0,0,0,0,0.99000001,1.09,0.88999999,0.77999997,nabisco,nabisco,3,130,0,1,0
8,0,0,0,0,0,0,0,0,0.79000002,1.05,0.99000001,0.77999997,nabisco,nabisco,4,131,0,1,0
8,0,0,0,0,0,0,0,0,0.98000002,1.05,1.09,0.77999997,nabisco,nabisco,5,132,0,1,0
8,0,0,0,0,0,0,0,0,0.98000002,1.09,0.88999999,0.77999997,nabisco,nabisco,6,133,0,1,0
8,0,0,0,0,0,0,0,0,0.88999999,1.15,0.88999999,0.79000002,nabisco,nabisco,7,134,0,1,0
8,0,0,0,0,0,0,0,0,1.03,1.09,1.1900001,0.63999999,nabisco,nabisco,8,135,0,1,0
8,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.63999999,nabisco,nabisco,9,136,0,1,0
8,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.77999997,nabisco,nabisco,10,137,0,1,0
8,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.77999997,nabisco,nabisco,11,138,0,1,0
8,0,0,0,0,0,0,0,0,0.98000002,1.1900001,0.99000001,0.77999997,nabisco,nabisco,12,139,0,1,0
8,0,0,0,0,0,0,0,0,0.98000002,1.09,1.29,0.77999997,nabisco,nabisco,13,140,0,1,0
8,0,0,1,1,0,0,0,0,0.98000002,1.21,1.1900001,0.63999999,nabisco,nabisco,14,141,0,1,0
8,0,0,0,1,0,0,0,0,0.98000002,1.21,1.1900001,0.63999999,nabisco,nabisco,15,142,0,1,0
8,0,0,0,0,0,0,0,0,0.98000002,1.1900001,1.29,0.77999997,nabisco,nabisco,16,143,0,1,0
8,0,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.77999997,nabisco,nabisco,17,144,0,1,0
8,0,0,1,0,0,0,0,0,0.79000002,1.21,1.09,0.88,nabisco,nabisco,18,145,0,1,0
8,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.79000002,nabisco,nabisco,19,146,0,1,0
8,0,0,1,0,0,0,0,0,1.09,1.09,1.09,0.95999998,nabisco,nabisco,20,147,0,1,0
8,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.93000001,nabisco,nabisco,21,148,0,1,0
8,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.86000001,nabisco,nabisco,22,149,0,1,0
8,0,1,1,0,0,1,0,0,0.88999999,1.09,1.29,0.95999998,nabisco,nabisco,23,150,0,1,0
8,0,0,0,0,0,0,0,0,0.94999999,1.25,0.99000001,0.81999999,nabisco,nabisco,24,151,0,1,0
8,0,0,1,1,0,0,0,0,1.29,1.04,1.29,0.95999998,nabisco,nabisco,25,152,0,1,0
9,1,0,0,0,0,0,0,0,0.49000001,1.09,1.09,0.77999997,sunshine,sunshine,1,153,0,0,1
9,0,0,0,0,0,0,0,0,1.03,1.09,1.1900001,0.63999999,sunshine,sunshine,2,154,0,0,1
9,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.77999997,sunshine,sunshine,3,155,0,0,1
9,0,0,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.83999997,sunshine,sunshine,4,156,0,0,1
9,0,0,1,0,0,0,0,0,1.09,1.09,1.29,0.88999999,private,sunshine,5,157,0,0,1
9,0,0,0,0,0,0,0,0,0.95999998,1.39,1.15,0.68000001,nabisco,private,6,158,0,0,0
9,0,0,0,0,0,0,0,0,0.79000002,1.21,1.1900001,0.63999999,sunshine,nabisco,7,159,0,1,0
9,1,0,1,0,1,0,0,0,0.79000002,1.21,1.09,0.77999997,sunshine,sunshine,8,160,0,0,1
9,1,0,1,0,0,0,0,0,0.79000002,1.21,1.09,0.88,sunshine,sunshine,9,161,0,0,1
9,1,0,1,0,0,0,0,0,0.79000002,1.21,1.09,0.88,sunshine,sunshine,10,162,0,0,1
9,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.79000002,nabisco,sunshine,11,163,0,0,1
9,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.83999997,sunshine,nabisco,12,164,0,1,0
9,0,0,0,0,0,0,1,0,0.88999999,1.21,0.99000001,0.86000001,nabisco,sunshine,13,165,0,0,1
9,1,0,0,0,0,0,0,0,0.88999999,1.21,0.99000001,0.86000001,sunshine,nabisco,14,166,0,1,0
9,0,1,0,0,0,0,0,0,1.09,1.09,1.29,0.95999998,keebler,sunshine,15,167,0,0,1
9,0,0,0,0,0,0,1,0,0.95999998,1.39,1.09,0.68000001,nabisco,keebler,16,168,1,0,0
9,0,0,0,0,0,0,0,0,1.09,1.09,1.29,0.79000002,sunshine,nabisco,17,169,0,1,0
9,0,0,0,0,0,0,0,0,1.29,1.04,1.29,0.95999998,sunshine,sunshine,18,170,0,0,1
10,1,0,1,0,0,0,0,0,0.98000002,0.99000001,0.99000001,0.70999998,nabisco,nabisco,1,171,0,1,0
10,0,0,1,0,0,0,0,0,0.99000001,1.09,0.88999999,0.70999998,nabisco,nabisco,2,172,0,1,0
10,0,0,0,0,0,0,0,0,0.99000001,1.09,0.99000001,0.70999998,nabisco,nabisco,3,173,0,1,0
10,1,0,0,0,0,0,0,0,0.49000001,1.09,1.09,0.77999997,nabisco,nabisco,4,174,0,1,0
10,1,0,0,0,0,0,0,0,0.49000001,1.09,1.09,0.77999997,nabisco,nabisco,5,175,0,1,0
10,1,0,0,0,0,0,0,0,0.58999997,1.09,0.88999999,0.77999997,nabisco,nabisco,6,176,0,1,0
10,1,0,0,0,0,0,0,0,0.79000002,1.09,0.88999999,0.77999997,nabisco,nabisco,7,177,0,1,0
10,1,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.77999997,nabisco,nabisco,8,178,0,1,0
10,1,0,0,0,0,0,0,0,0.79000002,1.09,0.88999999,0.77999997,nabisco,nabisco,9,179,0,1,0
10,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.77999997,nabisco,nabisco,10,180,0,1,0
10,0,0,0,0,0,0,0,0,1.03,1.09,1.1900001,0.63999999,nabisco,nabisco,11,181,0,1,0
10,0,0,0,0,0,0,0,0,1.09,1.09,1.1900001,0.63999999,nabisco,nabisco,12,182,0,1,0
10,0,0,0,0,0,0,0,0,0.99000001,1.09,1.1900001,0.70999998,nabisco,nabisco,13,183,0,1,0
10,0,0,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.83999997,nabisco,nabisco,14,184,0,1,0
10,0,0,0,0,0,0,0,0,0.88999999,1.09,1.1900001,0.77999997,nabisco,nabisco,15,185,0,1,0
10,0,0,0,0,0,0,0,0,0.88999999,1.1900001,0.99000001,0.77999997,nabisco,nabisco,16,186,0,1,0
10,0,0,0,1,0,0,1,0,1.09,1.21,1.1900001,0.69,private,nabisco,17,187,0,1,0
10,0,0,0,1,0,0,1,1,0.97000003,1.15,1.09,0.56999999,nabisco,private,18,188,0,0,0
10,0,0,0,0,0,0,0,0,0.79000002,1.21,1.1900001,0.63999999,nabisco,nabisco,19,189,0,1,0
10,1,0,0,1,0,0,0,0,0.79000002,1.1900001,1.29,0.77999997,nabisco,nabisco,20,190,0,1,0
10,0,0,1,0,0,0,0,0,1.09,1.1900001,1.29,0.88999999,private,nabisco,21,191,0,1,0
10,0,0,1,0,0,0,0,0,1.09,1.21,1.09,0.77999997,nabisco,private,22,192,0,0,0
10,1,0,1,0,1,0,0,0,0.79000002,1.21,0.83999997,0.77999997,nabisco,nabisco,23,193,0,1,0
10,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.60000002,nabisco,nabisco,24,194,0,1,0
10,1,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.77999997,nabisco,nabisco,25,195,0,1,0
10,1,0,0,0,0,0,0,0,0.79000002,1.21,1.09,0.88,nabisco,nabisco,26,196,0,1,0
10,1,0,1,0,0,0,0,0,0.79000002,1.21,1.09,0.88,nabisco,nabisco,27,197,0,1,0
10,0,0,1,0,0,0,0,0,1.09,1.21,1.09,0.79000002,nabisco,nabisco,28,198,0,1,0
10,0,0,1,0,0,0,0,0,1.09,1.21,1.29,0.79000002,nabisco,nabisco,29,199,0,1,0
10,0,0,0,0,0,0,0,0,0.97000003,1.25,1.0,0.64999998,nabisco,nabisco,30,200,0,1,0
10,0,0,0,0,0,0,0,0,1.09,1.21,1.09,0.92000002,nabisco,nabisco,31,201,0,1,0
10,0,0,0,0,0,0,0,0,1.05,1.25,0.99000001,0.64999998,nabisco,nabisco,32,202,0,1,0
10,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.64999998,nabisco,nabisco,33,203,0,1,0
10,0,0,0,0,0,0,0,0,1.09,1.21,0.99000001,0.86000001,nabisco,nabisco,34,204,0,1,0
10,0,0,1,0,0,0,0,0,0.94999999,1.25,0.99000001,0.81999999,nabisco,nabisco,35,205,0,1,0
10,0,0,0,0,0,0,0,0,1.05,1.29,1.29,0.58999997,nabisco,nabisco,36,206,0,1,0
10,0,0,1,0,0,0,0,0,1.05,1.29,0.99000001,0.58999997,nabisco,nabisco,37,207,0,1,0
10,0,0,1,0,0,0,0,0,1.05,1.29,0.99000001,0.58999997,nabisco,nabisco,38,208,0,1,0
10,0,0,0,0,0,0,0,0,0.94999999,1.04,0.99000001,0.72000003,nabisco,nabisco,39,209,0,1,0
10,0,0,0,0,0,0,0,0,1.29,1.04,1.29,0.95999998,nabisco,nabisco,40,210,0,1,0
11,0,0,1,1,0,0,0,1,0.88999999,0.99000001,0.88999999,0.5,nabisco,nabisco,1,211,0,1,0
11,0,1,1,0,0,1,0,0,0.88999999,0.88999999,0.99000001,0.61000001,nabisco,nabisco,2,212,0,1,0
11,0,0,0,1,0,0,0,1,0.88999999,0.99000001,0.88999999,0.5,nabisco,nabisco,3,213,0,1,0
11,0,0,1,0,0,0,1,0,0.88999999,0.99000001,0.88999999,0.64999998,nabisco,nabisco,4,214,0,1,0
11,0,0,1,0,0,0,0,0,0.88999999,0.99000001,0.88999999,0.64999998,nabisco,nabisco,5,215,0,1,0
11,0,0,0,0,0,0,0,0,0.88999999,0.99000001,1.05,0.64999998,nabisco,nabisco,6,216,0,1,0
11,0,0,0,0,0,0,1,0,0.88999999,1.05,0.88999999,0.64999998,nabisco,nabisco,7,217,0,1,0
11,0,0,1,0,0,0,0,0,0.88999999,1.02,1.05,0.64999998,nabisco,nabisco,8,218,0,1,0
11,0,0,1,0,0,0,1,0,0.88999999,1.02,0.88999999,0.49000001,nabisco,nabisco,9,219,0,1,0
11,1,1,0,0,1,1,0,0,0.88,0.99000001,1.15,0.64999998,keebler,nabisco,10,220,0,1,0
11,0,0,1,0,0,0,0,0,1.09,1.09,1.29,0.77999997,nabisco,keebler,11,221,1,0,0
11,0,0,1,0,0,0,0,0,0.88,1.15,1.09,0.64999998,nabisco,nabisco,12,222,0,1,0
11,0,0,0,0,0,0,0,0,0.88,0.99000001,1.25,0.64999998,keebler,nabisco,13,223,0,1,0
11,0,0,1,0,0,0,0,0,0.88,1.25,0.74000001,0.64999998,nabisco,keebler,14,224,1,0,0
11,1,0,1,0,0,0,0,0,0.79000002,1.21,1.09,0.77999997,nabisco,nabisco,15,225,0,1,0
11,0,0,0,0,0,0,0,0,0.97000003,1.25,1.25,0.64999998,nabisco,nabisco,16,226,0,1,0
11,0,0,0,0,0,0,1,0,0.97000003,1.25,1.09,0.64999998,nabisco,nabisco,17,227,0,1,0
11,0,0,1,0,0,0,1,0,0.97000003,1.17,1.09,0.64999998,nabisco,nabisco,18,228,0,1,0
11,0,0,1,0,0,0,0,0,1.05,1.25,0.99000001,0.64999998,nabisco,nabisco,19,229,0,1,0
11,0,0,1,1,0,0,1,0,1.05,1.25,0.99000001,0.64999998,nabisco,nabisco,20,230,0,1,0
11,0,0,1,1,0,0,0,0,1.05,1.17,1.29,0.58999997,private,nabisco,21,231,0,1,0
11,0,0,1,0,0,0,0,0,0.94999999,1.25,0.99000001,0.58999997,private,private,22,232,0,0,0
11,0,0,1,0,0,0,0,0,1.05,1.17,0.99000001,0.64999998,nabisco,private,23,233,0,0,0
11,0,0,1,0,0,0,0,0,1.05,0.99000001,0.99000001,0.64999998,nabisco,nabisco,24,234,0,1,0
11,0,0,0,1,0,0,0,1,1.24,1.05,0.98000002,0.38,private,nabisco,25,235,0,1,0
12,0,0,1,0,0,0,0,0,0.99000001,0.99000001,1.09,0.55000001,private,private,1,236,0,0,0
12,1,0,0,0,1,0,0,0,0.49000001,1.09,1.09,0.55000001,private,private,2,237,0,0,0
12,1,0,0,0,0,0,0,0,0.58999997,1.09,0.88999999,0.55000001,private,private,3,238,0,0,0
12,1,0,0,0,0,0,0,0,0.99000001,1.05,1.09,0.55000001,private,private,4,239,0,0,0
12,1,0,0,0,0,0,0,0,0.79000002,1.05,1.09,0.55000001,private,private,5,240,0,0,0
12,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.55000001,private,private,6,241,0,0,0
12,0,0,0,0,0,0,0,0,1.03,1.09,0.88999999,0.55000001,private,private,7,242,0,0,0
