customer_id,recency,T,cohort
298,1,13,regular
299,1,13,regular
300,1,13,regular
301,1,13,regular
302,1,13,regular
303,1,13,regular
304,1,13,regular
305,1,13,regular
306,1,13,regular
307,1,13,regular
308,1,13,regular
309,1,13,regular
310,1,13,regular
311,1,13,regular
312,1,13,regular
313,1,13,regular
314,1,13,regular
315,1,13,regular
316,1,13,regular
317,1,13,regular
318,1,13,regular
319,1,13,regular
320,1,13,regular
321,1,13,regular
322,1,13,regular
323,1,13,regular
324,1,13,regular
325,1,13,regular
326,1,13,regular
327,1,13,regular
328,1,13,regular
329,1,13,regular
330,1,13,regular
331,1,13,regular
332,1,13,regular
333,1,13,regular
334,1,13,regular
335,1,13,regular
336,1,13,regular
337,1,13,regular
338,1,13,regular
339,1,13,regular
340,1,13,regular
341,1,13,regular
342,1,13,regular
343,1,13,regular
344,1,13,regular
345,1,13,regular
346,1,13,regular
347,1,13,regular
348,1,13,regular
349,1,13,regular
350,1,13,regular
351,1,13,regular
352,1,13,regular
353,1,13,regular
354,1,13,regular
355,1,13,regular
356,1,13,regular
357,1,13,regular
358,1,13,regular
359,1,13,regular
360,1,13,regular
361,1,13,regular
362,1,13,regular
363,1,13,regular
364,1,13,regular
365,1,13,regular
366,1,13,regular
367,1,13,regular
368,1,13,regular
369,1,13,regular
370,2,13,regular
371,2,13,regular
372,2,13,regular
373,2,13,regular
374,2,13,regular
375,2,13,regular
376,2,13,regular
377,2,13,regular
378,2,13,regular
379,2,13,regular
380,2,13,regular
381,2,13,regular
382,2,13,regular
383,2,13,regular
384,2,13,regular
385,2,13,regular
386,2,13,regular
387,2,13,regular
388,2,13,regular
389,2,13,regular
390,2,13,regular
391,2,13,regular
392,2,13,regular
393,2,13,regular
394,2,13,regular
395,2,13,regular
396,2,13,regular
397,2,13,regular
398,2,13,regular
399,2,13,regular
400,2,13,regular
401,2,13,regular
402,2,13,regular
403,2,13,regular
404,2,13,regular
405,2,13,regular
406,2,13,regular
407,2,13,regular
408,2,13,regular
409,2,13,regular
410,2,13,regular
411,2,13,regular
412,2,13,regular
413,2,13,regular
414,2,13,regular
415,2,13,regular
416,2,13,regular
417,2,13,regular
418,2,13,regular
419,2,13,regular
420,2,13,regular
421,2,13,regular
422,2,13,regular
423,2,13,regular
424,2,13,regular
425,2,13,regular
426,2,13,regular
427,2,13,regular
428,2,13,regular
429,2,13,regular
430,2,13,regular
431,2,13,regular
432,2,13,regular
433,2,13,regular
434,2,13,regular
435,2,13,regular
436,2,13,regular
437,2,13,regular
438,2,13,regular
439,2,13,regular
440,2,13,regular
441,2,13,regular
442,2,13,regular
443,2,13,regular
444,2,13,regular
445,2,13,regular
446,2,13,regular
447,2,13,regular
448,2,13,regular
449,2,13,regular
450,2,13,regular
451,2,13,regular
452,2,13,regular
453,2,13,regular
454,2,13,regular
455,2,13,regular
456,2,13,regular
457,2,13,regular
458,2,13,regular
459,2,13,regular
460,2,13,regular
461,2,13,regular
462,2,13,regular
463,2,13,regular
464,2,13,regular
465,2,13,regular
466,2,13,regular
467,2,13,regular
468,2,13,regular
469,2,13,regular
470,2,13,regular
471,2,13,regular
472,2,13,regular
473,2,13,regular
474,2,13,regular
475,2,13,regular
476,2,13,regular
477,2,13,regular
478,2,13,regular
479,2,13,regular
480,2,13,regular
481,2,13,regular
482,2,13,regular
483,2,13,regular
484,2,13,regular
485,2,13,regular
486,2,13,regular
487,2,13,regular
488,2,13,regular
489,2,13,regular
490,2,13,regular
491,2,13,regular
492,2,13,regular
493,2,13,regular
494,2,13,regular
495,2,13,regular
496,2,13,regular
497,2,13,regular
498,2,13,regular
499,2,13,regular
500,2,13,regular
501,2,13,regular
502,2,13,regular
503,2,13,regular
504,2,13,regular
505,2,13,regular
506,2,13,regular
507,2,13,regular
508,2,13,regular
509,2,13,regular
510,2,13,regular
511,2,13,regular
512,2,13,regular
513,2,13,regular
514,2,13,regular
515,2,13,regular
516,2,13,regular
517,2,13,regular
518,2,13,regular
519,2,13,regular
520,2,13,regular
521,2,13,regular
522,2,13,regular
523,2,13,regular
524,2,13,regular
525,2,13,regular
526,2,13,regular
527,2,13,regular
528,2,13,regular
529,2,13,regular
530,2,13,regular
531,2,13,regular
532,2,13,regular
533,3,13,regular
534,3,13,regular
535,3,13,regular
536,3,13,regular
537,3,13,regular
538,3,13,regular
539,3,13,regular
540,3,13,regular
541,3,13,regular
542,3,13,regular
543,3,13,regular
544,3,13,regular
545,3,13,regular
546,3,13,regular
547,3,13,regular
548,3,13,regular
549,3,13,regular
550,3,13,regular
551,3,13,regular
552,3,13,regular
553,3,13,regular
554,3,13,regular
555,3,13,regular
556,3,13,regular
557,3,13,regular
558,3,13,regular
559,3,13,regular
560,3,13,regular
561,3,13,regular
562,3,13,regular
563,3,13,regular
564,3,13,regular
565,3,13,regular
566,3,13,regular
567,3,13,regular
568,3,13,regular
569,3,13,regular
570,3,13,regular
571,3,13,regular
572,3,13,regular
573,3,13,regular
574,3,13,regular
575,3,13,regular
576,3,13,regular
577,3,13,regular
578,3,13,regular
579,3,13,regular
580,3,13,regular
581,3,13,regular
582,3,13,regular
583,3,13,regular
584,3,13,regular
585,3,13,regular
586,3,13,regular
587,3,13,regular
588,3,13,regular
589,3,13,regular
590,3,13,regular
591,3,13,regular
592,3,13,regular
593,3,13,regular
594,3,13,regular
595,3,13,regular
596,3,13,regular
597,3,13,regular
598,3,13,regular
599,3,13,regular
600,3,13,regular
601,3,13,regular
602,3,13,regular
603,3,13,regular
604,3,13,regular
605,3,13,regular
606,3,13,regular
607,3,13,regular
608,3,13,regular
609,3,13,regular
610,3,13,regular
611,3,13,regular
612,3,13,regular
613,3,13,regular
614,3,13,regular
615,3,13,regular
616,3,13,regular
617,3,13,regular
618,3,13,regular
619,4,13,regular
620,4,13,regular
621,4,13,regular
622,4,13,regular
623,4,13,regular
624,4,13,regular
625,4,13,regular
626,4,13,regular
627,4,13,regular
628,4,13,regular
629,4,13,regular
630,4,13,regular
631,4,13,regular
632,4,13,regular
633,4,13,regular
634,4,13,regular
635,4,13,regular
636,4,13,regular
637,4,13,regular
638,4,13,regular
639,4,13,regular
640,4,13,regular
641,4,13,regular
642,4,13,regular
643,4,13,regular
644,4,13,regular
645,4,13,regular
646,4,13,regular
647,4,13,regular
648,4,13,regular
649,4,13,regular
650,4,13,regular
651,4,13,regular
652,4,13,regular
653,4,13,regular
654,4,13,regular
655,4,13,regular
656,4,13,regular
657,4,13,regular
658,4,13,regular
659,4,13,regular
660,4,13,regular
661,4,13,regular
662,4,13,regular
663,4,13,regular
664,4,13,regular
665,4,13,regular
666,4,13,regular
667,4,13,regular
668,4,13,regular
669,4,13,regular
670,4,13,regular
671,4,13,regular
672,4,13,regular
673,4,13,regular
674,4,13,regular
675,5,13,regular
676,5,13,regular
677,5,13,regular
678,5,13,regular
679,5,13,regular
680,5,13,regular
681,5,13,regular
682,5,13,regular
683,5,13,regular
684,5,13,regular
685,5,13,regular
686,5,13,regular
687,5,13,regular
688,5,13,regular
689,5,13,regular
690,5,13,regular
691,5,13,regular
692,5,13,regular
693,5,13,regular
694,5,13,regular
695,5,13,regular
696,5,13,regular
697,5,13,regular
698,5,13,regular
699,5,13,regular
700,5,13,regular
701,5,13,regular
702,5,13,regular
703,5,13,regular
704,5,13,regular
705,5,13,regular
706,5,13,regular
707,5,13,regular
708,5,13,regular
709,5,13,regular
710,5,13,regular
711,5,13,regular
712,6,13,regular
713,6,13,regular
714,6,13,regular
715,6,13,regular
716,6,13,regular
717,6,13,regular
718,6,13,regular
719,6,13,regular
720,6,13,regular
721,6,13,regular
722,6,13,regular
723,6,13,regular
724,6,13,regular
725,6,13,regular
726,6,13,regular
727,6,13,regular
728,6,13,regular
729,6,13,regular
730,6,13,regular
731,6,13,regular
732,6,13,regular
733,6,13,regular
734,6,13,regular
735,6,13,regular
736,6,13,regular
737,6,13,regular
738,6,13,regular
739,7,13,regular
740,7,13,regular
741,7,13,regular
742,7,13,regular
743,7,13,regular
744,7,13,regular
745,7,13,regular
746,7,13,regular
747,7,13,regular
748,7,13,regular
749,7,13,regular
750,7,13,regular
751,7,13,regular
752,7,13,regular
753,7,13,regular
754,7,13,regular
755,7,13,regular
756,7,13,regular
757,7,13,regular
758,7,13,regular
759,7,13,regular
760,8,13,regular
761,8,13,regular
762,8,13,regular
763,8,13,regular
764,8,13,regular
765,8,13,regular
766,8,13,regular
767,8,13,regular
768,8,13,regular
769,8,13,regular
770,8,13,regular
771,8,13,regular
772,8,13,regular
773,8,13,regular
774,8,13,regular
775,8,13,regular
776,8,13,regular
777,8,13,regular
778,9,13,regular
779,9,13,regular
780,9,13,regular
781,9,13,regular
782,9,13,regular
783,9,13,regular
784,9,13,regular
785,9,13,regular
786,9,13,regular
787,9,13,regular
788,9,13,regular
789,9,13,regular
790,9,13,regular
791,9,13,regular
792,9,13,regular
793,9,13,regular
794,10,13,regular
795,10,13,regular
796,10,13,regular
797,10,13,regular
798,10,13,regular
799,10,13,regular
800,10,13,regular
801,10,13,regular
802,10,13,regular
803,10,13,regular
804,10,13,regular
805,10,13,regular
806,10,13,regular
807,10,13,regular
808,11,13,regular
809,11,13,regular
810,11,13,regular
811,11,13,regular
812,11,13,regular
813,11,13,regular
814,11,13,regular
815,11,13,regular
816,11,13,regular
817,11,13,regular
818,12,13,regular
819,12,13,regular
820,12,13,regular
821,12,13,regular
822,12,13,regular
823,12,13,regular
824,12,13,regular
825,12,13,regular
826,12,13,regular
827,12,13,regular
828,13,13,regular
829,13,13,regular
830,13,13,regular
831,13,13,regular
832,13,13,regular
833,13,13,regular
834,13,13,regular
835,13,13,regular
836,13,13,regular
837,13,13,regular
838,13,13,regular
839,13,13,regular
840,13,13,regular
841,13,13,regular
842,13,13,regular
843,13,13,regular
844,13,13,regular
845,13,13,regular
846,13,13,regular
847,13,13,regular
848,13,13,regular
849,13,13,regular
850,13,13,regular
851,13,13,regular
852,13,13,regular
853,13,13,regular
854,13,13,regular
855,13,13,regular
856,13,13,regular
857,13,13,regular
858,13,13,regular
859,13,13,regular
860,13,13,regular
861,13,13,regular
862,13,13,regular
863,13,13,regular
864,13,13,regular
865,13,13,regular
866,13,13,regular
867,13,13,regular
868,13,13,regular
869,13,13,regular
870,13,13,regular
871,13,13,regular
872,13,13,regular
873,13,13,regular
874,13,13,regular
875,13,13,regular
876,13,13,regular
877,13,13,regular
878,13,13,regular
879,13,13,regular
880,13,13,regular
881,13,13,regular
882,13,13,regular
883,13,13,regular
884,13,13,regular
885,13,13,regular
886,13,13,regular
887,13,13,regular
888,13,13,regular
889,13,13,regular
890,13,13,regular
891,13,13,regular
892,13,13,regular
893,13,13,regular
894,13,13,regular
895,13,13,regular
896,13,13,regular
897,13,13,regular
898,13,13,regular
899,13,13,regular
900,13,13,regular
901,13,13,regular
902,13,13,regular
903,13,13,regular
904,13,13,regular
905,13,13,regular
906,13,13,regular
907,13,13,regular
908,13,13,regular
909,13,13,regular
910,13,13,regular
911,13,13,regular
912,13,13,regular
913,13,13,regular
914,13,13,regular
915,13,13,regular
916,13,13,regular
917,13,13,regular
918,13,13,regular
919,13,13,regular
920,13,13,regular
921,13,13,regular
922,13,13,regular
923,13,13,regular
924,13,13,regular
925,13,13,regular
926,13,13,regular
927,13,13,regular
928,13,13,regular
929,13,13,regular
930,13,13,regular
931,13,13,regular
932,13,13,regular
933,13,13,regular
934,13,13,regular
935,13,13,regular
936,13,13,regular
937,13,13,regular
938,13,13,regular
939,13,13,regular
940,13,13,regular
941,13,13,regular
942,13,13,regular
943,13,13,regular
944,13,13,regular
945,13,13,regular
946,13,13,regular
947,13,13,regular
948,13,13,regular
949,13,13,regular
950,13,13,regular
951,13,13,regular
952,13,13,regular
953,13,13,regular
954,13,13,regular
955,13,13,regular
956,13,13,regular
957,13,13,regular
958,13,13,regular
959,13,13,regular
960,13,13,regular
961,13,13,regular
962,13,13,regular
963,13,13,regular
964,13,13,regular
965,13,13,regular
966,13,13,regular
967,13,13,regular
968,13,13,regular
969,13,13,regular
970,13,13,regular
971,13,13,regular
972,13,13,regular
973,13,13,regular
974,13,13,regular
975,13,13,regular
976,13,13,regular
977,13,13,regular
978,13,13,regular
979,13,13,regular
980,13,13,regular
981,13,13,regular
982,13,13,regular
983,13,13,regular
984,13,13,regular
985,13,13,regular
986,13,13,regular
987,13,13,regular
988,13,13,regular
989,13,13,regular
990,13,13,regular
991,13,13,regular
992,13,13,regular
993,13,13,regular
994,13,13,regular
995,13,13,regular
996,13,13,regular
997,13,13,regular
998,13,13,regular
999,13,13,regular
1000,13,13,regular
1001,1,13,highend
1002,1,13,highend
1003,1,13,highend
1004,1,13,highend
1005,1,13,highend
1006,1,13,highend
1007,1,13,highend
1008,1,13,highend
1009,1,13,highend
1010,1,13,highend
1011,1,13,highend
1012,1,13,highend
1013,1,13,highend
1014,1,13,highend
1015,1,13,highend
1016,1,13,highend
1017,1,13,highend
1018,1,13,highend
1019,1,13,highend
1020,1,13,highend
1021,1,13,highend
1022,1,13,highend
1023,1,13,highend
1024,1,13,highend
1025,1,13,highend
1026,1,13,highend
1027,1,13,highend
1028,1,13,highend
1029,1,13,highend
1030,1,13,highend
1031,1,13,highend
1032,1,13,highend
1033,1,13,highend
1034,1,13,highend
1035,1,13,highend
1036,1,13,highend
1037,1,13,highend
1038,1,13,highend
1039,1,13,highend
1040,1,13,highend
1041,1,13,highend
1042,1,13,highend
1043,1,13,highend
1044,1,13,highend
1045,1,13,highend
1046,1,13,highend
1047,1,13,highend
1048,1,13,highend
1049,1,13,highend
1050,1,13,highend
1051,1,13,highend
1052,1,13,highend
1053,1,13,highend
1054,1,13,highend
1055,1,13,highend
1056,1,13,highend
1057,1,13,highend
1058,1,13,highend
1059,1,13,highend
1060,1,13,highend
1061,1,13,highend
1062,1,13,highend
1063,1,13,highend
1064,1,13,highend
1065,1,13,highend
1066,1,13,highend
1067,1,13,highend
1068,1,13,highend
1069,1,13,highend
1070,1,13,highend
1071,1,13,highend
1072,1,13,highend
1073,1,13,highend
1074,1,13,highend
1075,1,13,highend
1076,1,13,highend
1077,1,13,highend
1078,1,13,highend
1079,1,13,highend
1080,1,13,highend
1081,1,13,highend
1082,1,13,highend
1083,1,13,highend
1084,1,13,highend
1085,1,13,highend
1086,1,13,highend
1087,1,13,highend
1088,1,13,highend
1089,1,13,highend
1090,1,13,highend
1091,1,13,highend
1092,1,13,highend
1093,1,13,highend
1094,1,13,highend
1095,1,13,highend
1096,1,13,highend
1097,1,13,highend
1098,1,13,highend
1099,1,13,highend
1100,1,13,highend
1101,1,13,highend
1102,1,13,highend
1103,1,13,highend
1104,1,13,highend
1105,1,13,highend
1106,1,13,highend
1107,1,13,highend
1108,1,13,highend
1109,1,13,highend
1110,1,13,highend
1111,1,13,highend
1112,1,13,highend
1113,1,13,highend
1114,1,13,highend
1115,1,13,highend
1116,1,13,highend
1117,1,13,highend
1118,1,13,highend
1119,1,13,highend
1120,1,13,highend
1121,1,13,highend
1122,1,13,highend
1123,1,13,highend
1124,1,13,highend
1125,1,13,highend
1126,1,13,highend
1127,1,13,highend
1128,1,13,highend
1129,1,13,highend
1130,1,13,highend
1131,1,13,highend
1132,2,13,highend
1133,2,13,highend
1134,2,13,highend
1135,2,13,highend
1136,2,13,highend
1137,2,13,highend
1138,2,13,highend
1139,2,13,highend
1140,2,13,highend
1141,2,13,highend
1142,2,13,highend
1143,2,13,highend
1144,2,13,highend
1145,2,13,highend
1146,2,13,highend
1147,2,13,highend
1148,2,13,highend
1149,2,13,highend
1150,2,13,highend
1151,2,13,highend
1152,2,13,highend
1153,2,13,highend
1154,2,13,highend
1155,2,13,highend
1156,2,13,highend
1157,2,13,highend
1158,2,13,highend
1159,2,13,highend
1160,2,13,highend
1161,2,13,highend
1162,2,13,highend
1163,2,13,highend
1164,2,13,highend
1165,2,13,highend
1166,2,13,highend
1167,2,13,highend
1168,2,13,highend
1169,2,13,highend
1170,2,13,highend
1171,2,13,highend
1172,2,13,highend
1173,2,13,highend
1174,2,13,highend
1175,2,13,highend
1176,2,13,highend
1177,2,13,highend
1178,2,13,highend
1179,2,13,highend
1180,2,13,highend
1181,2,13,highend
1182,2,13,highend
1183,2,13,highend
1184,2,13,highend
1185,2,13,highend
1186,2,13,highend
1187,2,13,highend
1188,2,13,highend
1189,2,13,highend
1190,2,13,highend
1191,2,13,highend
1192,2,13,highend
1193,2,13,highend
1194,2,13,highend
1195,2,13,highend
1196,2,13,highend
1197,2,13,highend
1198,2,13,highend
1199,2,13,highend
1200,2,13,highend
1201,2,13,highend
1202,2,13,highend
1203,2,13,highend
1204,2,13,highend
1205,2,13,highend
1206,2,13,highend
1207,2,13,highend
1208,2,13,highend
1209,2,13,highend
1210,2,13,highend
1211,2,13,highend
1212,2,13,highend
1213,2,13,highend
1214,2,13,highend
1215,2,13,highend
1216,2,13,highend
1217,2,13,highend
1218,2,13,highend
1219,2,13,highend
1220,2,13,highend
1221,2,13,highend
1222,2,13,highend
1223,2,13,highend
1224,2,13,highend
1225,2,13,highend
1226,2,13,highend
1227,2,13,highend
1228,2,13,highend
1229,2,13,highend
1230,2,13,highend
1231,2,13,highend
1232,2,13,highend
1233,2,13,highend
1234,2,13,highend
1235,2,13,highend
1236,2,13,highend
1237,2,13,highend
1238,2,13,highend
1239,2,13,highend
1240,2,13,highend
1241,2,13,highend
1242,2,13,highend
1243,2,13,highend
1244,2,13,highend
1245,2,13,highend
1246,2,13,highend
1247,2,13,highend
1248,2,13,highend
1249,2,13,highend
1250,2,13,highend
1251,2,13,highend
1252,2,13,highend
1253,2,13,highend
1254,2,13,highend
1255,2,13,highend
1256,2,13,highend
1257,2,13,highend
1258,3,13,highend
1259,3,13,highend
1260,3,13,highend
1261,3,13,highend
1262,3,13,highend
1263,3,13,highend
1264,3,13,highend
1265,3,13,highend
1266,3,13,highend
1267,3,13,highend
1268,3,13,highend
1269,3,13,highend
1270,3,13,highend
1271,3,13,highend
1272,3,13,highend
1273,3,13,highend
1274,3,13,highend
1275,3,13,highend
1276,3,13,highend
1277,3,13,highend
1278,3,13,highend
1279,3,13,highend
1280,3,13,highend
1281,3,13,highend
1282,3,13,highend
1283,3,13,highend
1284,3,13,highend
1285,3,13,highend
1286,3,13,highend
1287,3,13,highend
1288,3,13,highend
1289,3,13,highend
1290,3,13,highend
1291,3,13,highend
1292,3,13,highend
1293,3,13,highend
1294,3,13,highend
1295,3,13,highend
1296,3,13,highend
1297,3,13,highend
1298,3,13,highend
1299,3,13,highend
1300,3,13,highend
1301,3,13,highend
1302,3,13,highend
1303,3,13,highend
1304,3,13,highend
1305,3,13,highend
1306,3,13,highend
1307,3,13,highend
1308,3,13,highend
1309,3,13,highend
1310,3,13,highend
1311,3,13,highend
1312,3,13,highend
1313,3,13,highend
1314,3,13,highend
1315,3,13,highend
1316,3,13,highend
1317,3,13,highend
1318,3,13,highend
1319,3,13,highend
1320,3,13,highend
1321,3,13,highend
1322,3,13,highend
1323,3,13,highend
1324,3,13,highend
1325,3,13,highend
1326,3,13,highend
1327,3,13,highend
1328,3,13,highend
1329,3,13,highend
1330,3,13,highend
1331,3,13,highend
1332,3,13,highend
1333,3,13,highend
1334,3,13,highend
1335,3,13,highend
1336,3,13,highend
1337,3,13,highend
1338,3,13,highend
1339,3,13,highend
1340,3,13,highend
1341,3,13,highend
1342,3,13,highend
1343,3,13,highend
1344,3,13,highend
1345,3,13,highend
1346,3,13,highend
1347,3,13,highend
1348,4,13,highend
1349,4,13,highend
1350,4,13,highend
1351,4,13,highend
1352,4,13,highend
1353,4,13,highend
1354,4,13,highend
1355,4,13,highend
1356,4,13,highend
1357,4,13,highend
1358,4,13,highend
1359,4,13,highend
1360,4,13,highend
1361,4,13,highend
1362,4,13,highend
1363,4,13,highend
1364,4,13,highend
1365,4,13,highend
1366,4,13,highend
1367,4,13,highend
1368,4,13,highend
1369,4,13,highend
1370,4,13,highend
1371,4,13,highend
1372,4,13,highend
1373,4,13,highend
1374,4,13,highend
1375,4,13,highend
1376,4,13,highend
1377,4,13,highend
1378,4,13,highend
1379,4,13,highend
1380,4,13,highend
1381,4,13,highend
1382,4,13,highend
1383,4,13,highend
1384,4,13,highend
1385,4,13,highend
1386,4,13,highend
1387,4,13,highend
1388,4,13,highend
1389,4,13,highend
1390,4,13,highend
1391,4,13,highend
1392,4,13,highend
1393,4,13,highend
1394,4,13,highend
1395,4,13,highend
1396,4,13,highend
1397,4,13,highend
1398,4,13,highend
1399,4,13,highend
1400,4,13,highend
1401,4,13,highend
1402,4,13,highend
1403,4,13,highend
1404,4,13,highend
1405,4,13,highend
1406,4,13,highend
1407,4,13,highend
1408,5,13,highend
1409,5,13,highend
1410,5,13,highend
1411,5,13,highend
1412,5,13,highend
1413,5,13,highend
1414,5,13,highend
1415,5,13,highend
1416,5,13,highend
1417,5,13,highend
1418,5,13,highend
1419,5,13,highend
1420,5,13,highend
1421,5,13,highend
1422,5,13,highend
1423,5,13,highend
1424,5,13,highend
1425,5,13,highend
1426,5,13,highend
1427,5,13,highend
1428,5,13,highend
1429,5,13,highend
1430,5,13,highend
1431,5,13,highend
1432,5,13,highend
1433,5,13,highend
1434,5,13,highend
1435,5,13,highend
1436,5,13,highend
1437,5,13,highend
1438,5,13,highend
1439,5,13,highend
1440,5,13,highend
1441,5,13,highend
1442,5,13,highend
1443,5,13,highend
1444,5,13,highend
1445,5,13,highend
1446,5,13,highend
1447,5,13,highend
1448,5,13,highend
1449,5,13,highend
1450,6,13,highend
1451,6,13,highend
1452,6,13,highend
1453,6,13,highend
1454,6,13,highend
1455,6,13,highend
1456,6,13,highend
1457,6,13,highend
1458,6,13,highend
1459,6,13,highend
1460,6,13,highend
1461,6,13,highend
1462,6,13,highend
1463,6,13,highend
1464,6,13,highend
1465,6,13,highend
1466,6,13,highend
1467,6,13,highend
1468,6,13,highend
1469,6,13,highend
1470,6,13,highend
1471,6,13,highend
1472,6,13,highend
1473,6,13,highend
1474,6,13,highend
1475,6,13,highend
1476,6,13,highend
1477,6,13,highend
1478,6,13,highend
1479,6,13,highend
1480,6,13,highend
1481,6,13,highend
1482,6,13,highend
1483,6,13,highend
1484,7,13,highend
1485,7,13,highend
1486,7,13,highend
1487,7,13,highend
1488,7,13,highend
1489,7,13,highend
1490,7,13,highend
1491,7,13,highend
1492,7,13,highend
1493,7,13,highend
1494,7,13,highend
1495,7,13,highend
1496,7,13,highend
1497,7,13,highend
