date,social,search,trend,y
2025-02-22,988.9200000000001,305.3656419312662,0.4369747899159664,14206.17257538963
2025-02-23,1012.88,211.76150082247722,0.4453781512605042,15264.49156772359
2025-02-24,1107.59,319.5344388485587,0.453781512605042,14527.460071530428
2025-02-25,1533.69,212.39643915654509,0.4621848739495798,13804.042518982098
2025-02-26,1454.9899999999998,251.99841145400077,0.47058823529411764,14621.264845682035
2025-02-27,1347.79,263.64975465552766,0.4789915966386554,14964.06668813651
2025-02-28,1243.43,292.3680405927006,0.48739495798319327,13909.247470487835
2025-03-01,1148.02,222.3950847866213,0.49579831932773105,13799.200709425553
2025-03-02,750.36,344.533429022175,0.5042016806722689,13713.732672410131
2025-03-03,935.86,243.00382882726424,0.5126050420168067,13491.440071592859
2025-03-04,974.15,229.36883015382776,0.5210084033613445,13516.20624519382
2025-03-05,991.16,289.2222275455967,0.5294117647058824,13929.974872140368
2025-03-06,880.4499999999999,247.35036089353412,0.5378151260504201,12697.170978117003
2025-03-07,867.6899999999999,280.77096007246024,0.5462184873949579,12592.807763033068
2025-03-08,729.24,189.4150461833681,0.5546218487394958,13109.667270993168
2025-03-09,747.58,221.97481573347906,0.5630252100840336,13267.432481988038
2025-03-10,832.33,193.765169251563,0.5714285714285714,13152.890411142918
2025-03-11,1009.03,242.60104982258434,0.5798319327731092,12916.370004542614
2025-03-12,856.4799999999999,205.75891049894366,0.5882352941176471,13562.02968511968
2025-03-13,785.77,188.13707152704987,0.5966386554621849,13891.211179207545
2025-03-14,770.55,247.71608412499546,0.6050420168067226,12961.119344379114
2025-03-15,611.22,232.31787328661002,0.6134453781512604,13059.720653321932
2025-03-16,691.35,297.24360831824066,0.6218487394957983,12865.539528617846
2025-03-17,647.41,301.01223053404874,0.6302521008403361,13264.148933021852
2025-03-18,532.21,235.17205247499325,0.6386554621848739,13151.972691413719
2025-03-19,544.4200000000001,254.42490392440345,0.6470588235294117,12247.280626529191
2025-03-20,476.87,181.7524157772901,0.6554621848739496,12291.332021001486
2025-03-21,435.84000000000003,278.16660470094604,0.6638655462184874,12727.86710425125
2025-03-22,397.56,251.36435086841018,0.6722689075630252,11452.444437265733
2025-03-23,372.48,286.2792326456137,0.680672268907563,12219.930237150907
2025-03-24,549.1400000000001,225.56705562435104,0.6890756302521008,12597.695421048043
2025-03-25,565.5099999999999,288.44063013093586,0.6974789915966386,12319.043245264002
2025-03-26,575.23,373.81365361553196,0.7058823529411764,12335.513104884592
2025-03-27,600.62,358.57194381414394,0.7142857142857143,12629.26929989426
2025-03-28,653.7299999999999,261.89937056827586,0.7226890756302521,11958.909108084947
2025-03-29,646.9300000000001,287.5915696577511,0.7310924369747899,12723.090638795049
2025-03-30,639.33,232.0909055357929,0.7394957983193277,12285.441421602165
2025-03-31,788.51,252.8190049893104,0.7478991596638656,12818.323587738108
2025-04-01,827.14,244.94172909758868,0.7563025210084033,12763.472999681791
2025-04-02,898.5099999999999,274.0537462026991,0.7647058823529411,13509.787001288447
2025-04-03,919.74,227.09654978060027,0.7731092436974789,12959.703237955759
2025-04-04,880.4499999999999,327.24636921746475,0.7815126050420168,12794.7230326872
2025-04-05,686.3299999999999,296.131918507728,0.7899159663865546,13378.30112733023
2025-04-06,630.2399999999999,223.1500975271898,0.7983193277310924,12909.013256468106
2025-04-07,626.4300000000001,184.74521510229968,0.8067226890756303,12477.026869500849
2025-04-08,707.3700000000001,336.8911546348536,0.8151260504201681,12778.439185795894
2025-04-09,596.77,319.6477406072514,0.8235294117647058,13230.798506104897
2025-04-10,617.1600000000001,299.6764840318958,0.8319327731092436,13486.773211772817
2025-04-11,549.83,349.7189456462233,0.8403361344537815,13421.787827103713
2025-04-12,435.36,227.30397561445403,0.8487394957983193,12991.04427136405
2025-04-13,400.2299999999999,207.2423469158173,0.8571428571428571,12720.374724218831
2025-04-14,498.43000000000006,323.41674101939054,0.8655462184873949,12432.870769396975
2025-04-15,450.53,284.6700491718828,0.8739495798319328,12942.011572006515
2025-04-16,417.95,260.37720256279323,0.8823529411764706,12485.658547478277
2025-04-17,411.27,310.3556442755171,0.8907563025210083,12795.87520260759
2025-04-18,334.20000000000005,217.0767914828641,0.8991596638655461,12258.568966837387
2025-04-19,319.14,163.0851218597262,0.907563025210084,12094.457125946074
2025-04-20,365.09000000000003,335.9923403530386,0.9159663865546218,11829.340518793155
2025-04-21,412.89000000000004,184.71285572142435,0.9243697478991596,12290.754886027518
2025-04-22,386.42999999999995,206.35325332730514,0.9327731092436974,11799.693884495313
2025-04-23,449.18,251.00231980812723,0.9411764705882353,12291.18262864221
2025-04-24,469.19,286.52278240312165,0.9495798319327731,12138.03623452387
2025-04-25,447.04999999999995,222.8212764060016,0.9579831932773109,11874.570113993916
2025-04-26,480.12000000000006,275.29496529856647,0.9663865546218487,12314.938631573186
2025-04-27,407.5,234.9980989400067,0.9747899159663865,12142.738982337742
2025-04-28,550.67,261.3088280559523,0.9831932773109243,12403.401448853972
2025-04-29,630.4300000000001,252.25106243322662,0.9915966386554621,13262.823177008057
2025-04-30,548.43,339.08680331456543,1.0,12377.846453675633
