GROUP	SURVEY	SP	ID	PURPOSE	FIRST	TICKET	WHO	LUGGAGE	AGE	MALE	INCOME	GA	ORIGIN	DEST	TRAIN_AV	CAR_AV	SM_AV	TRAIN_TT	TRAIN_CO	TRAIN_HE	SM_TT	SM_CO	SM_HE	SM_SEATS	CAR_TT	CAR_CO	CHOICE
2	0	1	8	1	0	1	1	1	4	1	3	0	1	17	1	1	1	100	26	120	60	40	10	0	80	30	3
2	0	1	8	1	0	1	1	1	4	1	3	0	1	17	1	1	1	100	20	30	60	26	30	0	100	30	2
2	0	1	8	1	0	1	1	1	4	1	3	0	1	17	1	1	1	126	22	60	53	28	10	0	80	30	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	116	24	30	53	28	10	0	60	32	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	116	22	30	46	32	20	0	78	40	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	116	24	120	49	36	10	1	78	52	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	95	22	60	46	32	30	1	48	52	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	102	24	30	46	29	30	1	78	32	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	102	29	60	46	32	20	0	48	32	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	102	22	30	49	25	10	1	48	40	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	102	24	60	49	36	30	0	60	40	2
2	0	1	9	1	0	1	1	1	2	1	2	0	17	1	1	1	1	116	29	30	49	35	30	0	48	52	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	131	42	120	59	46	30	1	0	0	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	110	31	120	62	38	30	0	0	0	1
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	131	31	120	66	40	20	1	0	0	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	117	31	60	66	40	10	0	0	0	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	117	35	120	66	42	30	0	0	0	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	110	35	60	66	42	20	1	0	0	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	110	42	60	62	49	10	1	0	0	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	110	35	120	59	43	20	0	0	0	2
2	0	1	10	1	0	1	2	1	2	0	1	0	2	1	1	0	1	117	42	30	66	56	20	1	0	0	1
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	116	32	30	52	38	10	0	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	116	32	120	48	43	10	1	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	116	29	30	45	40	20	0	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	93	29	60	45	40	30	1	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	101	32	30	45	40	30	1	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	101	29	30	48	34	10	1	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	101	38	60	45	43	20	0	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	116	38	30	48	45	30	0	0	0	2
2	0	1	11	1	0	1	2	1	2	1	2	0	17	19	1	0	1	101	32	60	48	43	30	0	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	131	36	30	66	42	10	0	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	131	36	120	62	50	10	1	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	131	32	30	59	48	20	0	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	110	32	60	59	48	30	1	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	117	36	30	59	45	30	1	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	117	32	30	62	38	10	1	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	117	43	60	59	48	20	0	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	131	43	30	62	49	30	0	0	0	2
2	0	1	12	1	0	1	2	1	3	0	2	0	1	2	1	0	1	117	36	60	62	50	30	0	0	0	2
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	168	37	120	86	40	30	1	0	0	2
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	129	28	120	89	32	30	0	0	0	2
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	168	28	120	93	32	20	1	0	0	2
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	142	28	60	93	32	10	0	0	0	2
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	142	31	120	93	34	30	0	0	0	2
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	129	31	60	93	34	20	1	0	0	1
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	129	37	60	89	42	10	1	0	0	1
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	129	31	120	86	36	20	0	0	0	2
2	0	1	13	1	0	1	2	1	3	1	1	0	1	17	1	0	1	142	37	30	93	46	20	1	0	0	2
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	130	31	120	77	38	20	0	91	100	2
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	118	31	30	74	36	10	0	91	130	2
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	153	31	60	81	43	30	0	91	80	2
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	118	26	30	77	38	20	0	56	80	1
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	153	23	60	77	28	20	0	70	130	2
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	130	23	120	74	35	10	0	70	80	2
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	118	31	120	81	43	10	0	56	100	2
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	118	23	30	81	29	30	0	70	100	1
2	0	1	14	1	0	1	2	1	3	1	2	0	1	17	1	1	1	153	26	60	74	32	10	0	56	100	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	111	26	120	41	31	30	1	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	111	20	120	48	26	20	1	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	90	20	120	44	24	30	0	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	97	20	60	48	26	10	0	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	97	22	120	48	26	30	0	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	90	22	60	48	26	20	1	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	90	26	60	44	32	10	1	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	90	22	120	41	28	20	0	0	0	2
2	0	1	15	1	0	1	2	1	3	1	2	0	17	1	1	0	1	97	26	30	48	40	20	1	0	0	1
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	208	62	30	79	66	10	0	190	80	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	208	62	120	71	80	10	1	247	130	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	208	56	30	65	74	20	0	247	100	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	165	56	60	65	74	30	1	152	130	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	179	62	30	65	70	30	1	247	80	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	179	56	30	71	62	10	1	152	100	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	179	74	60	65	78	20	0	152	80	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	208	74	30	71	80	30	0	152	130	2
2	0	1	16	1	0	1	2	1	3	1	2	0	25	1	1	1	1	179	62	60	71	80	30	0	190	100	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	132	23	30	61	26	10	0	90	20	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	132	23	120	57	31	10	1	117	32	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	132	21	30	54	28	20	0	117	25	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	102	21	60	54	28	30	1	72	32	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	112	23	30	54	28	30	1	117	20	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	112	21	30	57	24	10	1	72	25	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	112	28	60	54	30	20	0	72	20	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	132	28	30	57	31	30	0	72	32	2
2	0	1	17	1	0	2	1	0	1	1	2	0	1	2	1	1	1	112	23	60	57	31	30	0	90	25	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	186	24	30	95	27	10	0	110	32	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	186	24	120	89	32	10	1	143	52	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	186	22	30	84	30	20	0	143	40	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	154	22	60	84	30	30	1	88	52	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	165	24	30	84	28	30	1	143	32	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	165	22	30	89	25	10	1	88	40	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	165	29	60	84	30	20	0	88	32	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	186	29	30	89	32	30	0	88	52	2
2	0	1	18	1	0	2	1	0	3	1	3	0	2	25	1	1	1	165	24	60	89	32	30	0	110	40	2
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	212	26	120	121	27	30	1	1200	10	3
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	177	20	60	128	23	10	0	1560	13	1
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	159	20	120	124	22	30	0	1560	8	3
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	212	20	120	128	23	20	1	960	8	3
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	177	22	120	128	24	30	0	960	13	1
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	159	22	60	128	24	20	1	1560	10	1
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	159	26	60	124	28	10	1	1200	8	2
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	159	22	120	121	25	20	0	1200	13	2
2	0	1	19	1	0	2	1	1	1	0	1	0	1	17	1	1	1	177	26	30	128	31	20	1	1200	13	1
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	179	31	120	96	32	30	1	110	30	2
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	137	23	120	99	27	30	0	143	24	2
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	179	23	120	103	28	20	1	88	24	3
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	151	23	60	103	28	10	0	143	39	2
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	151	26	120	103	28	30	0	88	39	2
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	137	26	60	103	28	20	1	143	30	2
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	137	31	60	99	34	10	1	110	24	2
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	137	26	120	96	30	20	0	110	39	2
2	0	1	20	1	0	2	2	1	2	0	1	0	1	2	1	1	1	151	31	30	103	38	20	1	110	39	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	133	96	120	57	106	20	0	0	0	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	122	96	30	52	99	10	0	0	0	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	154	96	60	63	123	30	0	0	0	1
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	122	80	30	57	106	20	0	0	0	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	154	72	60	57	83	20	0	0	0	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	133	72	120	52	99	10	0	0	0	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	122	96	120	63	123	10	0	0	0	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	122	72	30	63	86	30	0	0	0	2
2	0	1	21	1	0	3	1	0	2	1	4	0	25	2	1	0	1	154	80	60	52	91	10	0	0	0	2
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	108	52	30	43	62	10	0	70	36	3
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	108	52	120	39	80	10	1	91	58	1
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	108	47	30	36	71	20	0	91	45	1
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	87	47	60	36	71	30	1	56	58	1
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	94	52	30	36	65	30	1	91	36	3
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	94	47	30	39	57	10	1	56	45	1
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	94	62	60	36	71	20	0	56	36	3
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	108	62	30	39	76	30	0	56	58	3
2	0	1	22	1	0	3	2	0	5	1	3	0	22	2	1	1	1	94	52	60	39	80	30	0	70	45	3
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	102	54	120	49	68	20	0	78	50	2
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	95	54	30	46	63	10	0	78	65	2
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	116	54	60	53	83	30	0	78	40	1
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	95	45	30	49	70	20	0	48	40	1
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	116	40	60	49	50	20	0	60	65	2
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	102	40	120	46	63	10	0	60	40	2
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	95	54	120	53	83	10	0	48	50	1
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	95	40	30	53	52	30	0	60	50	1
2	0	1	23	1	0	3	2	1	2	1	2	0	15	1	1	1	1	116	45	60	46	58	10	0	48	50	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	210	118	120	60	128	30	1	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	164	88	120	66	103	30	0	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	210	88	120	74	108	20	1	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	179	88	60	74	108	10	0	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	179	98	120	74	111	30	0	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	164	98	60	74	111	20	1	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	164	118	60	66	132	10	1	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	164	98	120	60	116	20	0	0	0	2
2	0	1	24	1	0	3	2	1	3	1	2	0	17	2	1	0	1	179	118	30	74	161	20	1	0	0	1
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	179	119	120	66	139	20	0	182	90	3
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	164	99	30	66	139	20	0	112	72	3
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	164	119	30	60	128	10	0	182	117	2
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	210	119	60	74	161	30	0	182	72	2
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	210	89	60	66	106	20	0	140	117	2
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	179	89	120	60	128	10	0	140	72	2
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	164	119	120	74	161	10	0	112	90	3
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	164	89	30	74	111	30	0	140	90	3
2	0	1	25	1	0	3	2	1	3	1	3	0	2	17	1	1	1	210	99	60	60	123	10	0	112	90	3
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	233	74	30	77	84	10	0	190	44	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	233	74	120	67	104	10	1	247	71	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	233	67	30	59	97	20	0	247	55	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	177	67	60	59	97	30	1	152	71	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	196	74	30	59	87	30	1	247	44	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	196	67	30	67	77	10	1	152	55	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	196	89	60	59	97	20	0	152	44	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	233	89	30	67	100	30	0	152	71	2
2	0	1	26	1	0	4	2	0	3	1	2	0	25	1	1	1	1	196	74	60	67	104	30	0	190	55	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	86	36	120	31	46	20	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	79	36	30	28	41	10	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	100	36	60	35	52	30	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	79	30	30	31	46	20	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	100	27	60	31	31	20	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	86	27	120	28	41	10	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	79	36	120	35	52	10	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	79	27	30	35	34	30	0	0	0	2
2	0	1	27	1	0	4	2	1	2	1	2	0	22	2	1	0	1	100	30	60	28	38	10	0	0	0	2
