date_week,y,x1,x2,event_1,event_2,dayofyear,t
2020-01-06,5742.570820382156,0.255204428776545,0.0,0.0,0.0,6,92
2020-01-13,5918.941633642499,0.3868456103914863,0.0,0.0,0.0,13,93
2020-01-20,5338.190500375772,0.4340460002219622,0.0,0.0,0.0,20,94
2020-01-27,6815.637384559971,0.2885776493597868,0.9939062168591486,0.0,0.0,27,95
2020-02-03,5733.020944471999,0.3196820992542012,0.0,0.0,0.0,34,96
2020-02-10,4953.495336278671,0.2036867628701344,0.0,0.0,0.0,41,97
2020-02-17,5368.25418638491,0.3595476122717299,0.0,0.0,0.0,48,98
2020-02-24,4222.09920471205,0.0211122285875573,0.0,0.0,0.0,55,99
2020-03-02,4650.338320059524,0.2839620832165605,0.0,0.0,0.0,62,100
2020-03-09,5271.772362491759,0.4292716671754871,0.0,0.0,0.0,69,101
2020-03-16,5847.25691641899,0.1555749455596115,0.9366567569445564,0.0,0.0,76,102
2020-03-23,6434.125096494423,0.1070682129276124,0.9093651996397816,0.0,0.0,83,103
2020-03-30,5835.67243843455,0.4469580341154122,0.0,0.0,0.0,90,104
2020-04-06,5424.167030156277,0.3530121593373027,0.0,0.0,0.0,97,105
2020-04-13,6805.503155001153,0.4055015097188186,0.8068830557076094,0.0,0.0,104,106
2020-04-20,6808.850544681916,0.9951019957493268,0.0,0.0,0.0,111,107
2020-04-27,5684.103102465875,0.1955520727992092,0.0,0.0,0.0,118,108
2020-05-04,5920.176894134893,0.4211056290219699,0.0,0.0,0.0,125,109
2020-05-11,4508.386918989872,0.0389127720819476,0.0,0.0,0.0,132,110
2020-05-18,4822.651288719068,0.2747623698295135,0.0,0.0,0.0,139,111
2020-05-25,5280.528394237996,0.388551688617711,0.0,0.0,0.0,146,112
2020-06-01,5215.191965013334,0.3981779119561344,0.0,0.0,0.0,153,113
2020-06-08,7674.826342514139,0.9301667507183746,0.8939765069264013,0.0,0.0,160,114
2020-06-15,7142.737041866369,0.2598488234179932,0.8677497578128421,0.0,0.0,167,115
2020-06-22,5179.99140593549,0.1948209137071934,0.0,0.0,0.0,174,116
2020-06-29,4687.557752707648,0.258231310483731,0.0,0.0,0.0,181,117
2020-07-06,4623.099831892425,0.3021896620952803,0.0,0.0,0.0,188,118
2020-07-13,3538.8645019020487,0.1034972341332257,0.0,0.0,0.0,195,119
2020-07-20,3580.2347656624456,0.0801700982515906,0.0,0.0,0.0,202,120
2020-07-27,4361.209639259515,0.4159768357828664,0.0,0.0,0.0,209,121
2020-08-03,4535.400950433495,0.3961734948608622,0.0,0.0,0.0,216,122
2020-08-10,4376.027911221711,0.443288433772087,0.0,0.0,0.0,223,123
2020-08-17,3460.3285147300726,0.0638882192286531,0.0,0.0,0.0,230,124
2020-08-24,4119.38208880582,0.256961239754578,0.0,0.0,0.0,237,125
2020-08-31,4450.286004150928,0.4167165004337477,0.0,0.0,0.0,244,126
2020-09-07,4405.893878540358,0.1893443011148028,0.0,0.0,0.0,251,127
2020-09-14,6496.500776816234,0.0121168778747064,0.0,0.0,1.0,258,128
2020-09-21,4442.175601682897,0.3072043897844786,0.0,0.0,0.0,265,129
2020-09-28,5309.646671397492,0.2793461388691239,0.0,0.0,0.0,272,130
2020-10-05,4964.821874869848,0.155859669586526,0.0,0.0,0.0,279,131
2020-10-12,4767.041402236122,0.2512598043712126,0.0,0.0,0.0,286,132
2020-10-19,6007.106942719015,0.4156363480170887,0.0,0.0,0.0,293,133
2020-10-26,7341.819154744774,0.1504134467351174,0.8399815178051403,0.0,0.0,300,134
2020-11-02,5611.664367787161,0.0418457229300536,0.0,0.0,0.0,307,135
2020-11-09,5675.7641631883125,0.2927102429518234,0.0,0.0,0.0,314,136
2020-11-16,6390.814723429916,0.3916239287193717,0.0,0.0,0.0,321,137
2020-11-23,5567.943669830892,0.0989705226292787,0.0,0.0,0.0,328,138
2020-11-30,5850.388666335177,0.2684730401943913,0.0,0.0,0.0,335,139
2020-12-07,6150.423243031432,0.3634845778696499,0.0,0.0,0.0,342,140
2020-12-14,5481.44428281332,0.1853632004939899,0.0,0.0,0.0,349,141
2020-12-21,6971.261665344388,0.0659774981635453,0.9601838198368318,0.0,0.0,356,142
2020-12-28,6117.543141550088,0.3545684529596857,0.0,0.0,0.0,363,143
2021-01-04,4725.84123846674,0.1594227209290135,0.0,0.0,0.0,4,144
2021-01-11,5163.385726287928,0.1819762386159591,0.0,0.0,0.0,11,145
2021-01-18,4402.2528144986245,0.11674705424525,0.0,0.0,0.0,18,146
2021-01-25,5629.279053855253,0.3237802162248968,0.0,0.0,0.0,25,147
2021-02-01,5440.854637426993,0.4341228768955745,0.0,0.0,0.0,32,148
2021-02-08,4747.4835426195705,0.1089880067651056,0.0,0.0,0.0,39,149
2021-02-15,4651.193911427672,0.1613538289798642,0.0,0.0,0.0,46,150
2021-02-22,5678.177996948337,0.9423220516497108,0.0,0.0,0.0,53,151
2021-03-01,5327.643238126179,0.0852032642219719,0.0,0.0,0.0,60,152
2021-03-08,5092.777431532968,0.3258196469314183,0.0,0.0,0.0,67,153
2021-03-15,4860.968432132355,0.1679132799532282,0.0,0.0,0.0,74,154
2021-03-22,5312.058809828367,0.3396219582887096,0.0,0.0,0.0,81,155
2021-03-29,4716.623877392047,0.2529018576447759,0.0,0.0,0.0,88,156
2021-04-05,4879.908205414718,0.0864855399434408,0.0,0.0,0.0,95,157
2021-04-12,5246.096394202155,0.3372269553026927,0.0,0.0,0.0,102,158
2021-04-19,7059.2657553699855,0.1697628516658286,0.9331023311345904,0.0,0.0,109,159
2021-04-26,7451.886416360938,0.4276049066393387,0.9153378836528544,0.0,0.0,116,160
2021-05-03,7060.853107799632,0.9104345620038512,0.0,0.0,0.0,123,161
2021-05-10,5687.37638691035,0.1424669548328414,0.0,0.0,0.0,130,162
2021-05-17,6868.041442182235,0.1862139138106989,0.8507017705071418,0.0,0.0,137,163
2021-05-24,5894.568963908252,0.3133712144541677,0.0,0.0,0.0,144,164
2021-05-31,5509.52170001513,0.3993394123219665,0.0,0.0,0.0,151,165
2021-06-07,5039.919694105859,0.1445843352717554,0.0,0.0,0.0,158,166
2021-06-14,5135.043435084914,0.1479750676268898,0.0,0.0,0.0,165,167
2021-06-21,4535.6929472990405,0.0698435624226795,0.0,0.0,0.0,172,168
2021-06-28,4358.346640390732,0.1984378982393665,0.0,0.0,0.0,179,169
2021-07-05,6457.79858878194,0.3614884888324217,0.908858343923326,0.0,0.0,186,170
2021-07-12,4425.834858649834,0.2403374897391967,0.0,0.0,0.0,193,171
2021-07-19,3795.152824410682,0.0403740331041879,0.0,0.0,0.0,200,172
2021-07-26,3192.87959337464,0.0674570445516128,0.0,0.0,0.0,207,173
2021-08-02,3553.5461478128577,0.0330241869009318,0.0,0.0,0.0,214,174
2021-08-09,5565.509682155785,0.1656151501994759,0.8633488534800802,0.0,0.0,221,175
2021-08-16,4137.65148492528,0.1718822221169828,0.0,0.0,0.0,228,176
2021-08-23,4479.041351408654,0.2802572877483264,0.0,0.0,0.0,235,177
2021-08-30,4675.973438674285,0.4388571605640426,0.0,0.0,0.0,242,178
