,date,y,x1,x2,event_1,event_2,dayofyear,t,geo
56,2019-04-29,5231.247790028053,155.5168603954327,0.0,0.0,0.0,119,56,geo_a
57,2019-05-06,3891.281865826965,5.41002981498405,0.0,0.0,0.0,126,57,geo_a
58,2019-05-13,6815.8201468315065,162.9273464660072,0.0,1.0,0.0,133,58,geo_a
59,2019-05-20,5047.609610987757,215.08041352011927,0.0,0.0,0.0,140,59,geo_a
60,2019-05-27,5292.315418181358,221.09499968412112,0.0,0.0,0.0,147,60,geo_a
61,2019-06-03,5238.7323938430845,134.45952508011186,0.0,0.0,0.0,154,61,geo_a
62,2019-06-10,4994.210218605146,192.2034459436081,0.0,0.0,0.0,161,62,geo_a
63,2019-06-17,4563.943101100069,151.89038593886707,0.0,0.0,0.0,168,63,geo_a
64,2019-06-24,4501.264804484543,111.0462315710397,0.0,0.0,0.0,175,64,geo_a
65,2019-07-01,5634.63844969454,492.043508327575,0.0,0.0,0.0,182,65,geo_a
66,2019-07-08,4823.482266871433,89.08087670475075,0.0,0.0,0.0,189,66,geo_a
67,2019-07-15,4053.079382567054,76.43130751221955,0.0,0.0,0.0,196,67,geo_a
68,2019-07-22,4489.401478341025,216.40610469138724,0.0,0.0,0.0,203,68,geo_a
69,2019-07-29,6196.756038172703,190.36794624239755,478.9911457273891,0.0,0.0,210,69,geo_a
70,2019-08-05,3824.920231500025,66.90544054139346,0.0,0.0,0.0,217,70,geo_a
71,2019-08-12,3952.728448533676,109.3579656864937,0.0,0.0,0.0,224,71,geo_a
72,2019-08-19,5958.055092791563,162.01734048128856,443.0235305779959,0.0,0.0,231,72,geo_a
73,2019-08-26,6003.891666987636,183.3383460525335,420.9665264014164,0.0,0.0,238,73,geo_a
74,2019-09-02,4506.606831646783,75.14937991192625,0.0,0.0,0.0,245,74,geo_a
75,2019-09-09,7107.86871390425,465.561888487389,456.2682936540224,0.0,0.0,252,75,geo_a
76,2019-09-16,5686.193807776395,149.5995309321475,0.0,0.0,0.0,259,76,geo_a
77,2019-09-23,4737.448085526191,79.6740947792595,0.0,0.0,0.0,266,77,geo_a
78,2019-09-30,7010.952047870585,224.64141788346484,495.6162711303252,0.0,0.0,273,78,geo_a
79,2019-10-07,4830.189853875871,4.591535895461999,0.0,0.0,0.0,280,79,geo_a
80,2019-10-14,4771.362460057818,120.30864734590389,0.0,0.0,0.0,287,80,geo_a
81,2019-10-21,5998.8301484633885,19.8276091037452,477.9089932115614,0.0,0.0,294,81,geo_a
82,2019-10-28,5829.018189367464,34.14075568728615,458.5223058583996,0.0,0.0,301,82,geo_a
83,2019-11-04,5882.675998691713,102.5876096363838,0.0,0.0,0.0,308,83,geo_a
84,2019-11-11,7470.547012690224,202.32006112788886,404.52175979011497,0.0,0.0,315,84,geo_a
85,2019-11-18,6745.587700705396,219.5597595612463,0.0,0.0,0.0,322,85,geo_a
86,2019-11-25,5989.886239259287,104.1921200571219,0.0,0.0,0.0,329,86,geo_a
87,2019-12-02,4756.549762115951,17.717940734052252,0.0,0.0,0.0,336,87,geo_a
88,2019-12-09,8312.407544391639,483.23734868889727,434.80074320375377,0.0,0.0,343,88,geo_a
89,2019-12-16,6954.851763418655,162.01459107437623,0.0,0.0,0.0,350,89,geo_a
90,2019-12-23,8250.29234088,200.3346626545449,460.4264020873679,0.0,0.0,357,90,geo_a
91,2019-12-30,5836.582430586892,82.21244474695315,0.0,0.0,0.0,364,91,geo_a
92,2020-01-06,5742.570820382156,127.60221438827249,0.0,0.0,0.0,6,92,geo_a
93,2020-01-13,5918.941633642499,193.42280519574314,0.0,0.0,0.0,13,93,geo_a
94,2020-01-20,5338.190500375772,217.02300011098112,0.0,0.0,0.0,20,94,geo_a
95,2020-01-27,6815.637384559971,144.2888246798934,496.9531084295743,0.0,0.0,27,95,geo_a
96,2020-02-03,5733.020944471999,159.8410496271006,0.0,0.0,0.0,34,96,geo_a
97,2020-02-10,4953.495336278671,101.8433814350672,0.0,0.0,0.0,41,97,geo_a
98,2020-02-17,5368.25418638491,179.77380613586493,0.0,0.0,0.0,48,98,geo_a
99,2020-02-24,4222.09920471205,10.55611429377865,0.0,0.0,0.0,55,99,geo_a
100,2020-03-02,4650.338320059524,141.98104160828026,0.0,0.0,0.0,62,100,geo_a
101,2020-03-09,5271.772362491759,214.63583358774355,0.0,0.0,0.0,69,101,geo_a
102,2020-03-16,5847.25691641899,77.78747277980574,468.3283784722782,0.0,0.0,76,102,geo_a
103,2020-03-23,6434.125096494423,53.5341064638062,454.6825998198908,0.0,0.0,83,103,geo_a
104,2020-03-30,5835.67243843455,223.4790170577061,0.0,0.0,0.0,90,104,geo_a
105,2020-04-06,5424.167030156277,176.50607966865135,0.0,0.0,0.0,97,105,geo_a
106,2020-04-13,6805.503155001153,202.7507548594093,403.4415278538047,0.0,0.0,104,106,geo_a
107,2020-04-20,6808.850544681916,497.5509978746634,0.0,0.0,0.0,111,107,geo_a
108,2020-04-27,5684.103102465875,97.77603639960459,0.0,0.0,0.0,118,108,geo_a
109,2020-05-04,5920.176894134893,210.55281451098494,0.0,0.0,0.0,125,109,geo_a
110,2020-05-11,4508.386918989872,19.4563860409738,0.0,0.0,0.0,132,110,geo_a
111,2020-05-18,4822.651288719068,137.38118491475677,0.0,0.0,0.0,139,111,geo_a
112,2020-05-25,5280.528394237996,194.2758443088555,0.0,0.0,0.0,146,112,geo_a
113,2020-06-01,5215.191965013334,199.0889559780672,0.0,0.0,0.0,153,113,geo_a
114,2020-06-08,7674.826342514139,465.0833753591873,446.98825346320064,0.0,0.0,160,114,geo_a
115,2020-06-15,7142.737041866369,129.92441170899662,433.8748789064211,0.0,0.0,167,115,geo_a
116,2020-06-22,5179.99140593549,97.4104568535967,0.0,0.0,0.0,174,116,geo_a
117,2020-06-29,4687.557752707648,129.11565524186548,0.0,0.0,0.0,181,117,geo_a
118,2020-07-06,4623.099831892425,151.09483104764016,0.0,0.0,0.0,188,118,geo_a
119,2020-07-13,3538.8645019020487,51.74861706661285,0.0,0.0,0.0,195,119,geo_a
120,2020-07-20,3580.2347656624456,40.0850491257953,0.0,0.0,0.0,202,120,geo_a
121,2020-07-27,4361.209639259515,207.98841789143322,0.0,0.0,0.0,209,121,geo_a
122,2020-08-03,4535.400950433495,198.08674743043107,0.0,0.0,0.0,216,122,geo_a
123,2020-08-10,4376.027911221711,221.6442168860435,0.0,0.0,0.0,223,123,geo_a
124,2020-08-17,3460.3285147300726,31.944109614326553,0.0,0.0,0.0,230,124,geo_a
125,2020-08-24,4119.38208880582,128.480619877289,0.0,0.0,0.0,237,125,geo_a
126,2020-08-31,4450.286004150928,208.35825021687384,0.0,0.0,0.0,244,126,geo_a
127,2020-09-07,4405.893878540358,94.6721505574014,0.0,0.0,0.0,251,127,geo_a
128,2020-09-14,6496.500776816234,6.058438937353199,0.0,0.0,1.0,258,128,geo_a
129,2020-09-21,4442.175601682897,153.6021948922393,0.0,0.0,0.0,265,129,geo_a
130,2020-09-28,5309.646671397492,139.67306943456197,0.0,0.0,0.0,272,130,geo_a
131,2020-10-05,4964.821874869848,77.929834793263,0.0,0.0,0.0,279,131,geo_a
132,2020-10-12,4767.041402236122,125.6299021856063,0.0,0.0,0.0,286,132,geo_a
133,2020-10-19,6007.106942719015,207.81817400854436,0.0,0.0,0.0,293,133,geo_a
134,2020-10-26,7341.819154744774,75.2067233675587,419.9907589025701,0.0,0.0,300,134,geo_a
135,2020-11-02,5611.664367787161,20.9228614650268,0.0,0.0,0.0,307,135,geo_a
136,2020-11-09,5675.7641631883125,146.35512147591172,0.0,0.0,0.0,314,136,geo_a
137,2020-11-16,6390.814723429916,195.81196435968585,0.0,0.0,0.0,321,137,geo_a
138,2020-11-23,5567.943669830892,49.48526131463935,0.0,0.0,0.0,328,138,geo_a
139,2020-11-30,5850.388666335177,134.23652009719564,0.0,0.0,0.0,335,139,geo_a
140,2020-12-07,6150.423243031432,181.74228893482496,0.0,0.0,0.0,342,140,geo_a
141,2020-12-14,5481.44428281332,92.68160024699496,0.0,0.0,0.0,349,141,geo_a
142,2020-12-21,6971.261665344388,32.988749081772646,480.09190991841587,0.0,0.0,356,142,geo_a
143,2020-12-28,6117.543141550088,177.28422647984286,0.0,0.0,0.0,363,143,geo_a
144,2021-01-04,4725.84123846674,79.71136046450675,0.0,0.0,0.0,4,144,geo_a
145,2021-01-11,5163.385726287928,90.98811930797955,0.0,0.0,0.0,11,145,geo_a
146,2021-01-18,4402.2528144986245,58.373527122625,0.0,0.0,0.0,18,146,geo_a
147,2021-01-25,5629.279053855253,161.8901081124484,0.0,0.0,0.0,25,147,geo_a
148,2021-02-01,5440.854637426993,217.06143844778725,0.0,0.0,0.0,32,148,geo_a
149,2021-02-08,4747.4835426195705,54.4940033825528,0.0,0.0,0.0,39,149,geo_a
150,2021-02-15,4651.193911427672,80.6769144899321,0.0,0.0,0.0,46,150,geo_a
151,2021-02-22,5678.177996948337,471.1610258248554,0.0,0.0,0.0,53,151,geo_a
152,2021-03-01,5327.643238126179,42.60163211098595,0.0,0.0,0.0,60,152,geo_a
153,2021-03-08,5092.777431532968,162.90982346570914,0.0,0.0,0.0,67,153,geo_a
154,2021-03-15,4860.968432132355,83.9566399766141,0.0,0.0,0.0,74,154,geo_a
155,2021-03-22,5312.058809828367,169.8109791443548,0.0,0.0,0.0,81,155,geo_a
156,2021-03-29,4716.623877392047,126.45092882238795,0.0,0.0,0.0,88,156,geo_a
157,2021-04-05,4879.908205414718,43.2427699717204,0.0,0.0,0.0,95,157,geo_a
158,2021-04-12,5246.096394202155,168.61347765134636,0.0,0.0,0.0,102,158,geo_a
159,2021-04-19,7059.2657553699855,84.8814258329143,466.5511655672952,0.0,0.0,109,159,geo_a
160,2021-04-26,7451.886416360938,213.80245331966935,457.6689418264272,0.0,0.0,116,160,geo_a
161,2021-05-03,7060.853107799632,455.2172810019256,0.0,0.0,0.0,123,161,geo_a
162,2021-05-10,5687.37638691035,71.23347741642071,0.0,0.0,0.0,130,162,geo_a
163,2021-05-17,6868.041442182235,93.10695690534945,425.3508852535709,0.0,0.0,137,163,geo_a
164,2021-05-24,5894.568963908252,156.68560722708386,0.0,0.0,0.0,144,164,geo_a
165,2021-05-31,5509.52170001513,199.66970616098325,0.0,0.0,0.0,151,165,geo_a
166,2021-06-07,5039.919694105859,72.2921676358777,0.0,0.0,0.0,158,166,geo_a
167,2021-06-14,5135.043435084914,73.9875338134449,0.0,0.0,0.0,165,167,geo_a
168,2021-06-21,4535.6929472990405,34.92178121133975,0.0,0.0,0.0,172,168,geo_a
169,2021-06-28,4358.346640390732,99.21894911968324,0.0,0.0,0.0,179,169,geo_a
170,2021-07-05,6457.79858878194,180.74424441621085,454.429171961663,0.0,0.0,186,170,geo_a
171,2021-07-12,4425.834858649834,120.16874486959834,0.0,0.0,0.0,193,171,geo_a
172,2021-07-19,3795.152824410682,20.187016552093947,0.0,0.0,0.0,200,172,geo_a
173,2021-07-26,3192.87959337464,33.728522275806405,0.0,0.0,0.0,207,173,geo_a
174,2021-08-02,3553.5461478128577,16.512093450465898,0.0,0.0,0.0,214,174,geo_a
175,2021-08-09,5565.509682155785,82.80757509973795,431.6744267400401,0.0,0.0,221,175,geo_a
176,2021-08-16,4137.65148492528,85.9411110584914,0.0,0.0,0.0,228,176,geo_a
177,2021-08-23,4479.041351408654,140.1286438741632,0.0,0.0,0.0,235,177,geo_a
178,2021-08-30,4675.973438674285,219.4285802820213,0.0,0.0,0.0,242,178,geo_a
0,2018-04-02,4394.5472944933335,159.2900089679743,0.0,0.0,0.0,92,0,geo_b
1,2018-04-09,3647.9223975711975,56.19423822102995,0.0,0.0,0.0,99,1,geo_b
2,2018-04-16,4117.595831847882,146.20013314346565,0.0,0.0,0.0,106,2,geo_b
3,2018-04-23,3352.8223648503445,35.69927628754205,0.0,0.0,0.0,113,3,geo_b
4,2018-04-30,4308.257027425618,193.37257679734884,0.0,0.0,0.0,120,4,geo_b
5,2018-05-07,3541.1688671484953,23.58549306196675,0.0,0.0,0.0,127,5,geo_b
6,2018-05-14,5772.999350881114,212.12455242281388,0.0,0.0,0.0,134,6,geo_b
7,2018-05-21,6491.515835773626,166.9600872621017,439.8909175596109,0.0,0.0,141,7,geo_b
8,2018-05-28,4833.704894461765,126.5351423658648,0.0,0.0,0.0,148,8,geo_b
9,2018-06-04,6309.777466058618,469.02720789614824,0.0,0.0,0.0,155,9,geo_b
10,2018-06-11,5450.055284649255,212.60253639703114,0.0,0.0,0.0,162,10,geo_b
11,2018-06-18,4257.154186306632,181.57148853911758,0.0,0.0,0.0,169,11,geo_b
12,2018-06-25,4800.88080557525,220.74734814735154,0.0,0.0,0.0,176,12,geo_b
13,2018-07-02,6232.443139330548,211.5558132420512,482.0934398824444,0.0,0.0,183,13,geo_b
14,2018-07-09,4945.203729777022,164.19612461033057,0.0,0.0,0.0,190,14,geo_b
15,2018-07-16,4957.10757434548,460.9701513190591,0.0,0.0,0.0,197,15,geo_b
16,2018-07-23,4941.003405402732,154.0077561335224,0.0,0.0,0.0,204,16,geo_b
17,2018-07-30,4818.777865821468,454.7426130803171,0.0,0.0,0.0,211,17,geo_b
18,2018-08-06,4284.383871277896,125.34932364952381,0.0,0.0,0.0,218,18,geo_b
19,2018-08-13,3083.8027953493024,118.2366363004046,0.0,0.0,0.0,225,19,geo_b
20,2018-08-20,5239.393570763451,201.56896609863756,0.0,0.0,0.0,232,20,geo_b
21,2018-08-27,2836.105385552377,73.5888595330488,0.0,0.0,0.0,239,21,geo_b
22,2018-09-03,4410.719108295635,181.5205071474371,0.0,0.0,0.0,246,22,geo_b
23,2018-09-10,4842.1982324538885,73.53324518363385,0.0,0.0,0.0,253,23,geo_b
24,2018-09-17,2969.584280953035,47.3352155565484,0.0,0.0,0.0,260,24,geo_b
25,2018-09-24,3640.3173469450658,129.62265228573693,0.0,0.0,0.0,267,25,geo_b
26,2018-10-01,3547.1160390685463,28.7419124404583,0.0,0.0,0.0,274,26,geo_b
27,2018-10-08,3589.102600631249,10.3232663953152,0.0,0.0,0.0,281,27,geo_b
28,2018-10-15,3712.056592679623,82.81802449248191,0.0,0.0,0.0,288,28,geo_b
29,2018-10-22,4655.174962015353,107.0035707497749,0.0,0.0,0.0,295,29,geo_b
30,2018-10-29,6640.265588055859,180.25884598922931,400.3115827982153,0.0,0.0,302,30,geo_b
31,2018-11-05,5436.009902663895,61.184277906651296,0.0,0.0,0.0,309,31,geo_b
32,2018-11-12,7156.52238394028,479.3419764644961,0.0,0.0,0.0,316,32,geo_b
33,2018-11-19,5436.557636424378,160.98617199374524,0.0,0.0,0.0,323,33,geo_b
34,2018-11-26,7779.818665036571,126.61702756859431,426.7634517492701,0.0,0.0,330,34,geo_b
35,2018-12-03,5704.738321386592,32.0059898038249,0.0,0.0,0.0,337,35,geo_b
36,2018-12-10,3869.3097751029063,11.82765997788875,0.0,0.0,0.0,344,36,geo_b
37,2018-12-17,6475.28217798561,91.5822847201161,494.29855998171803,0.0,0.0,351,37,geo_b
38,2018-12-24,7036.283508461374,462.65112228269203,435.2375529706887,0.0,0.0,358,38,geo_b
39,2018-12-31,7294.6574876505,498.32906453087776,0.0,0.0,0.0,365,39,geo_b
40,2019-01-07,6308.030457000697,200.8448170906755,0.0,0.0,0.0,7,40,geo_b
41,2019-01-14,6222.2769257683685,86.87273027971031,0.0,0.0,0.0,14,41,geo_b
42,2019-01-21,5627.814811578534,477.6863223490982,0.0,0.0,0.0,21,42,geo_b
43,2019-01-28,6672.003535464494,177.94470933250327,0.0,0.0,0.0,28,43,geo_b
44,2019-02-04,3629.9723670199214,0.46459066744655,0.0,0.0,0.0,35,44,geo_b
45,2019-02-11,5694.00465751499,218.90783360236225,0.0,0.0,0.0,42,45,geo_b
46,2019-02-18,7742.399514846939,486.9881577783628,487.43310107174,0.0,0.0,49,46,geo_b
47,2019-02-25,6460.554176025754,488.9519726023114,0.0,0.0,0.0,56,47,geo_b
48,2019-03-04,5763.599152895591,124.07085187590864,0.0,0.0,0.0,63,48,geo_b
49,2019-03-11,4013.1296939361096,202.81020464616756,0.0,0.0,0.0,70,49,geo_b
50,2019-03-18,6190.561605151194,124.52048157200095,451.2864348561886,0.0,0.0,77,50,geo_b
51,2019-03-25,5224.29175815358,26.526242188220703,0.0,0.0,0.0,84,51,geo_b
52,2019-04-01,4833.820175728779,33.160860329417346,0.0,0.0,0.0,91,52,geo_b
53,2019-04-08,4317.065903711553,45.96573455927085,0.0,0.0,0.0,98,53,geo_b
54,2019-04-15,5017.19414936492,142.32628234135595,0.0,0.0,0.0,105,54,geo_b
55,2019-04-22,6858.161367437708,186.9226632716861,497.187155826306,0.0,0.0,112,55,geo_b
56,2019-04-29,4891.75760639919,155.5168603954327,0.0,0.0,0.0,119,56,geo_b
57,2019-05-06,4136.128897465228,5.41002981498405,0.0,0.0,0.0,126,57,geo_b
58,2019-05-13,7264.641647012067,162.9273464660072,0.0,1.0,0.0,133,58,geo_b
59,2019-05-20,4685.921246688125,215.08041352011927,0.0,0.0,0.0,140,59,geo_b
60,2019-05-27,4852.198738459087,221.09499968412112,0.0,0.0,0.0,147,60,geo_b
61,2019-06-03,5738.688905536158,134.45952508011186,0.0,0.0,0.0,154,61,geo_b
62,2019-06-10,4860.819830307437,192.2034459436081,0.0,0.0,0.0,161,62,geo_b
63,2019-06-17,5128.389089537345,151.89038593886707,0.0,0.0,0.0,168,63,geo_b
64,2019-06-24,4441.904778511041,111.0462315710397,0.0,0.0,0.0,175,64,geo_b
65,2019-07-01,7052.540174250589,492.043508327575,0.0,0.0,0.0,182,65,geo_b
66,2019-07-08,5308.849402190781,89.08087670475075,0.0,0.0,0.0,189,66,geo_b
67,2019-07-15,3972.4764615471295,76.43130751221955,0.0,0.0,0.0,196,67,geo_b
68,2019-07-22,4072.2010963867438,216.40610469138724,0.0,0.0,0.0,203,68,geo_b
69,2019-07-29,5369.6803693318,190.36794624239755,478.9911457273891,0.0,0.0,210,69,geo_b
70,2019-08-05,3751.6288032269235,66.90544054139346,0.0,0.0,0.0,217,70,geo_b
71,2019-08-12,4029.190666999455,109.3579656864937,0.0,0.0,0.0,224,71,geo_b
72,2019-08-19,5808.5184535438875,162.01734048128856,443.0235305779959,0.0,0.0,231,72,geo_b
73,2019-08-26,5948.649868518283,183.3383460525335,420.9665264014164,0.0,0.0,238,73,geo_b
74,2019-09-02,3910.7730532270034,75.14937991192625,0.0,0.0,0.0,245,74,geo_b
75,2019-09-09,7548.1926671224,465.561888487389,456.2682936540224,0.0,0.0,252,75,geo_b
76,2019-09-16,5561.319766319925,149.5995309321475,0.0,0.0,0.0,259,76,geo_b
77,2019-09-23,5390.722960101244,79.6740947792595,0.0,0.0,0.0,266,77,geo_b
78,2019-09-30,7300.70494217257,224.64141788346484,495.6162711303252,0.0,0.0,273,78,geo_b
79,2019-10-07,4829.931102503617,4.591535895461999,0.0,0.0,0.0,280,79,geo_b
80,2019-10-14,4691.082486001889,120.30864734590389,0.0,0.0,0.0,287,80,geo_b
81,2019-10-21,6487.79378006572,19.8276091037452,477.9089932115614,0.0,0.0,294,81,geo_b
82,2019-10-28,6334.904531554628,34.14075568728615,458.5223058583996,0.0,0.0,301,82,geo_b
83,2019-11-04,5715.4749769973205,102.5876096363838,0.0,0.0,0.0,308,83,geo_b
84,2019-11-11,8440.661745604679,202.32006112788886,404.52175979011497,0.0,0.0,315,84,geo_b
85,2019-11-18,6856.515242510189,219.5597595612463,0.0,0.0,0.0,322,85,geo_b
86,2019-11-25,4978.113227971304,104.1921200571219,0.0,0.0,0.0,329,86,geo_b
87,2019-12-02,4292.5797977064585,17.717940734052252,0.0,0.0,0.0,336,87,geo_b
88,2019-12-09,7782.65134000985,483.23734868889727,434.80074320375377,0.0,0.0,343,88,geo_b
89,2019-12-16,7900.53912655762,162.01459107437623,0.0,0.0,0.0,350,89,geo_b
90,2019-12-23,7937.300436827929,200.3346626545449,460.4264020873679,0.0,0.0,357,90,geo_b
91,2019-12-30,5456.867711065475,82.21244474695315,0.0,0.0,0.0,364,91,geo_b
92,2020-01-06,6446.657503771365,127.60221438827249,0.0,0.0,0.0,6,92,geo_b
93,2020-01-13,6324.6362311787,193.42280519574314,0.0,0.0,0.0,13,93,geo_b
94,2020-01-20,5227.809167541877,217.02300011098112,0.0,0.0,0.0,20,94,geo_b
95,2020-01-27,7282.762852549858,144.2888246798934,496.9531084295743,0.0,0.0,27,95,geo_b
96,2020-02-03,5612.386971842477,159.8410496271006,0.0,0.0,0.0,34,96,geo_b
97,2020-02-10,5682.242682494,101.8433814350672,0.0,0.0,0.0,41,97,geo_b
98,2020-02-17,6061.900907482148,179.77380613586493,0.0,0.0,0.0,48,98,geo_b
99,2020-02-24,4439.284469018547,10.55611429377865,0.0,0.0,0.0,55,99,geo_b
100,2020-03-02,4926.925266822367,141.98104160828026,0.0,0.0,0.0,62,100,geo_b
101,2020-03-09,4978.310683943084,214.63583358774355,0.0,0.0,0.0,69,101,geo_b
102,2020-03-16,5688.46801364417,77.78747277980574,468.3283784722782,0.0,0.0,76,102,geo_b
103,2020-03-23,5301.878063898676,53.5341064638062,454.6825998198908,0.0,0.0,83,103,geo_b
104,2020-03-30,6263.603204294664,223.4790170577061,0.0,0.0,0.0,90,104,geo_b
105,2020-04-06,5048.869777091741,176.50607966865135,0.0,0.0,0.0,97,105,geo_b
106,2020-04-13,6507.730284521492,202.7507548594093,403.4415278538047,0.0,0.0,104,106,geo_b
107,2020-04-20,6133.972448636168,497.5509978746634,0.0,0.0,0.0,111,107,geo_b
108,2020-04-27,6317.902819454152,97.77603639960459,0.0,0.0,0.0,118,108,geo_b
109,2020-05-04,5836.525216040376,210.55281451098494,0.0,0.0,0.0,125,109,geo_b
110,2020-05-11,4314.489334743229,19.4563860409738,0.0,0.0,0.0,132,110,geo_b
111,2020-05-18,4477.384289018802,137.38118491475677,0.0,0.0,0.0,139,111,geo_b
112,2020-05-25,5426.571995966695,194.2758443088555,0.0,0.0,0.0,146,112,geo_b
113,2020-06-01,4479.286630213046,199.0889559780672,0.0,0.0,0.0,153,113,geo_b
114,2020-06-08,7567.3218533170575,465.0833753591873,446.98825346320064,0.0,0.0,160,114,geo_b
115,2020-06-15,7287.854221967778,129.92441170899662,433.8748789064211,0.0,0.0,167,115,geo_b
116,2020-06-22,4366.770450856231,97.4104568535967,0.0,0.0,0.0,174,116,geo_b
117,2020-06-29,4839.219962715382,129.11565524186548,0.0,0.0,0.0,181,117,geo_b
