customer_id,recency,T,cohorts
150,1,5,2001
151,1,5,2001
152,1,5,2001
153,1,5,2001
154,1,5,2001
155,1,5,2001
156,1,5,2001
157,1,5,2001
158,1,5,2001
159,1,5,2001
160,1,5,2001
161,1,5,2001
162,1,5,2001
163,1,5,2001
164,1,5,2001
165,1,5,2001
166,1,5,2001
167,1,5,2001
168,1,5,2001
169,1,5,2001
170,1,5,2001
171,1,5,2001
172,1,5,2001
173,1,5,2001
174,1,5,2001
175,1,5,2001
176,1,5,2001
177,1,5,2001
178,1,5,2001
179,1,5,2001
180,1,5,2001
181,1,5,2001
182,1,5,2001
183,1,5,2001
184,1,5,2001
185,1,5,2001
186,1,5,2001
187,1,5,2001
188,1,5,2001
189,1,5,2001
190,1,5,2001
191,1,5,2001
192,1,5,2001
193,1,5,2001
194,1,5,2001
195,1,5,2001
196,1,5,2001
197,1,5,2001
198,1,5,2001
199,1,5,2001
200,1,5,2001
201,1,5,2001
202,1,5,2001
203,1,5,2001
204,1,5,2001
205,1,5,2001
206,1,5,2001
207,1,5,2001
208,1,5,2001
209,1,5,2001
210,1,5,2001
211,1,5,2001
212,1,5,2001
213,1,5,2001
214,1,5,2001
215,1,5,2001
216,1,5,2001
217,1,5,2001
218,1,5,2001
219,1,5,2001
220,1,5,2001
221,1,5,2001
222,1,5,2001
223,1,5,2001
224,1,5,2001
225,1,5,2001
226,1,5,2001
227,1,5,2001
228,1,5,2001
229,1,5,2001
230,1,5,2001
231,1,5,2001
232,1,5,2001
233,1,5,2001
234,1,5,2001
235,1,5,2001
236,1,5,2001
237,1,5,2001
238,1,5,2001
239,1,5,2001
240,1,5,2001
241,1,5,2001
242,1,5,2001
243,1,5,2001
244,1,5,2001
245,1,5,2001
246,1,5,2001
247,1,5,2001
248,1,5,2001
249,1,5,2001
250,1,5,2001
251,1,5,2001
252,1,5,2001
253,1,5,2001
254,1,5,2001
255,1,5,2001
256,1,5,2001
257,1,5,2001
258,1,5,2001
259,1,5,2001
260,1,5,2001
261,1,5,2001
262,1,5,2001
263,1,5,2001
264,1,5,2001
265,1,5,2001
266,1,5,2001
267,1,5,2001
268,1,5,2001
269,1,5,2001
270,1,5,2001
271,1,5,2001
272,1,5,2001
273,1,5,2001
274,1,5,2001
275,1,5,2001
276,1,5,2001
277,1,5,2001
278,1,5,2001
279,1,5,2001
280,1,5,2001
281,1,5,2001
282,1,5,2001
283,1,5,2001
284,1,5,2001
285,1,5,2001
286,1,5,2001
287,1,5,2001
288,1,5,2001
289,1,5,2001
290,1,5,2001
291,1,5,2001
292,1,5,2001
293,1,5,2001
294,1,5,2001
295,1,5,2001
296,1,5,2001
297,1,5,2001
298,1,5,2001
299,1,5,2001
300,1,5,2001
301,1,5,2001
302,1,5,2001
303,1,5,2001
304,1,5,2001
305,1,5,2001
306,1,5,2001
307,1,5,2001
308,1,5,2001
309,1,5,2001
310,1,5,2001
311,1,5,2001
312,1,5,2001
313,1,5,2001
314,1,5,2001
315,1,5,2001
316,1,5,2001
317,1,5,2001
318,1,5,2001
319,1,5,2001
320,1,5,2001
321,1,5,2001
322,1,5,2001
323,1,5,2001
324,1,5,2001
325,1,5,2001
326,1,5,2001
327,1,5,2001
328,1,5,2001
329,1,5,2001
330,1,5,2001
331,1,5,2001
332,1,5,2001
333,1,5,2001
334,1,5,2001
335,1,5,2001
336,1,5,2001
337,1,5,2001
338,1,5,2001
339,1,5,2001
340,1,5,2001
341,1,5,2001
342,1,5,2001
343,1,5,2001
344,1,5,2001
345,1,5,2001
346,1,5,2001
347,1,5,2001
348,1,5,2001
349,1,5,2001
350,1,5,2001
351,1,5,2001
352,1,5,2001
353,1,5,2001
354,1,5,2001
355,1,5,2001
356,1,5,2001
357,1,5,2001
358,1,5,2001
359,1,5,2001
360,1,5,2001
361,1,5,2001
362,1,5,2001
363,1,5,2001
364,1,5,2001
365,1,5,2001
366,1,5,2001
367,1,5,2001
368,1,5,2001
369,1,5,2001
370,1,5,2001
371,1,5,2001
372,1,5,2001
373,1,5,2001
374,1,5,2001
375,1,5,2001
376,1,5,2001
377,1,5,2001
378,1,5,2001
379,1,5,2001
380,1,5,2001
381,1,5,2001
382,1,5,2001
383,1,5,2001
384,1,5,2001
385,1,5,2001
386,1,5,2001
387,1,5,2001
388,1,5,2001
389,1,5,2001
390,1,5,2001
391,1,5,2001
392,1,5,2001
393,1,5,2001
394,1,5,2001
395,1,5,2001
396,1,5,2001
397,1,5,2001
398,1,5,2001
399,1,5,2001
400,1,5,2001
401,1,5,2001
402,1,5,2001
403,1,5,2001
404,1,5,2001
405,1,5,2001
406,1,5,2001
407,1,5,2001
408,1,5,2001
409,1,5,2001
410,1,5,2001
411,1,5,2001
412,1,5,2001
413,1,5,2001
414,1,5,2001
415,1,5,2001
416,1,5,2001
417,1,5,2001
418,1,5,2001
419,1,5,2001
420,1,5,2001
421,1,5,2001
422,1,5,2001
423,1,5,2001
424,1,5,2001
425,1,5,2001
426,1,5,2001
427,1,5,2001
428,1,5,2001
429,1,5,2001
430,1,5,2001
431,1,5,2001
432,1,5,2001
433,1,5,2001
434,1,5,2001
435,1,5,2001
436,1,5,2001
437,1,5,2001
438,1,5,2001
439,1,5,2001
440,1,5,2001
441,1,5,2001
442,1,5,2001
443,1,5,2001
444,1,5,2001
445,1,5,2001
446,1,5,2001
447,1,5,2001
448,1,5,2001
449,1,5,2001
450,1,5,2001
451,1,5,2001
452,1,5,2001
453,1,5,2001
454,1,5,2001
455,1,5,2001
456,1,5,2001
457,1,5,2001
458,1,5,2001
459,1,5,2001
460,1,5,2001
461,1,5,2001
462,1,5,2001
463,1,5,2001
464,1,5,2001
465,1,5,2001
466,1,5,2001
467,1,5,2001
468,1,5,2001
469,1,5,2001
470,1,5,2001
471,1,5,2001
472,1,5,2001
473,1,5,2001
474,1,5,2001
475,1,5,2001
476,1,5,2001
477,1,5,2001
478,1,5,2001
479,1,5,2001
480,1,5,2001
481,1,5,2001
482,1,5,2001
483,1,5,2001
484,1,5,2001
485,1,5,2001
486,1,5,2001
487,1,5,2001
488,1,5,2001
489,1,5,2001
490,1,5,2001
491,1,5,2001
492,1,5,2001
493,1,5,2001
494,1,5,2001
495,1,5,2001
496,1,5,2001
497,1,5,2001
498,1,5,2001
499,1,5,2001
500,1,5,2001
501,1,5,2001
502,1,5,2001
503,1,5,2001
504,1,5,2001
505,1,5,2001
506,1,5,2001
507,1,5,2001
508,1,5,2001
509,1,5,2001
510,1,5,2001
511,1,5,2001
512,1,5,2001
513,1,5,2001
514,1,5,2001
515,1,5,2001
516,1,5,2001
517,1,5,2001
518,1,5,2001
519,1,5,2001
520,1,5,2001
521,1,5,2001
522,1,5,2001
523,1,5,2001
524,1,5,2001
525,1,5,2001
526,1,5,2001
527,1,5,2001
528,1,5,2001
529,1,5,2001
530,1,5,2001
531,1,5,2001
532,1,5,2001
533,1,5,2001
534,1,5,2001
535,1,5,2001
536,1,5,2001
537,1,5,2001
538,1,5,2001
539,1,5,2001
540,1,5,2001
541,1,5,2001
542,1,5,2001
543,1,5,2001
544,1,5,2001
545,1,5,2001
546,1,5,2001
547,1,5,2001
548,1,5,2001
549,1,5,2001
550,1,5,2001
551,1,5,2001
552,1,5,2001
553,1,5,2001
554,1,5,2001
555,1,5,2001
556,1,5,2001
557,1,5,2001
558,1,5,2001
559,1,5,2001
560,1,5,2001
561,1,5,2001
562,1,5,2001
563,1,5,2001
564,1,5,2001
565,1,5,2001
566,1,5,2001
567,1,5,2001
568,1,5,2001
569,1,5,2001
570,1,5,2001
571,1,5,2001
572,1,5,2001
573,1,5,2001
574,1,5,2001
575,1,5,2001
576,1,5,2001
577,1,5,2001
578,1,5,2001
579,1,5,2001
580,1,5,2001
581,1,5,2001
582,1,5,2001
583,1,5,2001
584,1,5,2001
585,1,5,2001
586,1,5,2001
587,1,5,2001
588,1,5,2001
589,1,5,2001
590,1,5,2001
591,1,5,2001
592,1,5,2001
593,1,5,2001
594,1,5,2001
595,1,5,2001
596,1,5,2001
597,1,5,2001
598,1,5,2001
599,1,5,2001
600,1,5,2001
601,1,5,2001
602,1,5,2001
603,1,5,2001
604,1,5,2001
605,1,5,2001
606,1,5,2001
607,1,5,2001
608,1,5,2001
609,1,5,2001
610,1,5,2001
611,1,5,2001
612,1,5,2001
613,1,5,2001
614,1,5,2001
615,1,5,2001
616,1,5,2001
617,1,5,2001
618,1,5,2001
619,1,5,2001
620,1,5,2001
621,1,5,2001
622,1,5,2001
623,1,5,2001
624,1,5,2001
625,1,5,2001
626,1,5,2001
627,1,5,2001
628,1,5,2001
629,1,5,2001
630,1,5,2001
631,1,5,2001
632,1,5,2001
633,1,5,2001
634,1,5,2001
635,1,5,2001
636,1,5,2001
637,1,5,2001
638,1,5,2001
639,1,5,2001
640,1,5,2001
641,1,5,2001
642,1,5,2001
643,1,5,2001
644,1,5,2001
645,1,5,2001
646,1,5,2001
647,1,5,2001
648,1,5,2001
649,1,5,2001
650,1,5,2001
651,1,5,2001
652,1,5,2001
653,1,5,2001
654,1,5,2001
655,1,5,2001
656,1,5,2001
657,1,5,2001
658,1,5,2001
659,1,5,2001
660,1,5,2001
661,1,5,2001
662,1,5,2001
663,1,5,2001
664,1,5,2001
665,1,5,2001
666,1,5,2001
667,1,5,2001
668,1,5,2001
669,1,5,2001
670,1,5,2001
671,1,5,2001
672,1,5,2001
673,1,5,2001
674,1,5,2001
675,1,5,2001
676,1,5,2001
677,1,5,2001
678,1,5,2001
679,1,5,2001
680,1,5,2001
681,1,5,2001
682,1,5,2001
683,1,5,2001
684,1,5,2001
685,1,5,2001
686,1,5,2001
687,1,5,2001
688,1,5,2001
689,1,5,2001
690,1,5,2001
691,1,5,2001
692,1,5,2001
693,1,5,2001
694,1,5,2001
695,1,5,2001
696,1,5,2001
697,1,5,2001
698,1,5,2001
699,1,5,2001
700,1,5,2001
701,1,5,2001
702,1,5,2001
703,1,5,2001
704,1,5,2001
705,1,5,2001
706,1,5,2001
707,1,5,2001
708,1,5,2001
709,1,5,2001
710,1,5,2001
711,1,5,2001
712,1,5,2001
713,1,5,2001
714,1,5,2001
715,1,5,2001
716,1,5,2001
717,1,5,2001
718,1,5,2001
719,1,5,2001
720,1,5,2001
721,1,5,2001
722,1,5,2001
723,1,5,2001
724,1,5,2001
725,1,5,2001
726,1,5,2001
727,1,5,2001
728,1,5,2001
729,1,5,2001
730,1,5,2001
731,1,5,2001
732,1,5,2001
733,1,5,2001
734,1,5,2001
735,1,5,2001
736,1,5,2001
737,1,5,2001
738,1,5,2001
739,1,5,2001
740,1,5,2001
741,1,5,2001
742,1,5,2001
743,1,5,2001
744,1,5,2001
745,1,5,2001
746,1,5,2001
747,1,5,2001
748,1,5,2001
749,1,5,2001
750,1,5,2001
751,1,5,2001
752,1,5,2001
753,1,5,2001
754,1,5,2001
755,1,5,2001
756,1,5,2001
757,1,5,2001
758,1,5,2001
759,1,5,2001
760,1,5,2001
761,1,5,2001
762,1,5,2001
763,1,5,2001
764,1,5,2001
765,1,5,2001
766,1,5,2001
767,1,5,2001
768,1,5,2001
769,1,5,2001
770,1,5,2001
771,1,5,2001
772,1,5,2001
773,1,5,2001
774,1,5,2001
775,1,5,2001
776,1,5,2001
777,1,5,2001
778,1,5,2001
779,1,5,2001
780,1,5,2001
781,1,5,2001
782,1,5,2001
783,1,5,2001
784,1,5,2001
785,1,5,2001
786,1,5,2001
787,1,5,2001
788,1,5,2001
789,1,5,2001
790,1,5,2001
791,1,5,2001
792,1,5,2001
793,1,5,2001
794,1,5,2001
795,1,5,2001
796,1,5,2001
797,1,5,2001
798,1,5,2001
799,1,5,2001
800,1,5,2001
801,1,5,2001
802,1,5,2001
803,1,5,2001
804,1,5,2001
805,1,5,2001
806,1,5,2001
807,1,5,2001
808,1,5,2001
809,1,5,2001
810,1,5,2001
811,1,5,2001
812,1,5,2001
813,1,5,2001
814,1,5,2001
815,1,5,2001
816,1,5,2001
817,1,5,2001
818,1,5,2001
819,1,5,2001
820,1,5,2001
821,1,5,2001
822,1,5,2001
823,1,5,2001
824,1,5,2001
825,1,5,2001
826,1,5,2001
827,1,5,2001
828,1,5,2001
829,1,5,2001
830,1,5,2001
831,1,5,2001
832,1,5,2001
833,1,5,2001
834,1,5,2001
835,1,5,2001
836,1,5,2001
837,1,5,2001
838,1,5,2001
839,1,5,2001
840,1,5,2001
841,1,5,2001
842,1,5,2001
843,1,5,2001
844,1,5,2001
845,1,5,2001
846,1,5,2001
847,1,5,2001
848,1,5,2001
849,1,5,2001
850,1,5,2001
851,1,5,2001
852,1,5,2001
853,1,5,2001
854,1,5,2001
855,1,5,2001
856,1,5,2001
857,1,5,2001
858,1,5,2001
859,1,5,2001
860,1,5,2001
861,1,5,2001
862,1,5,2001
863,1,5,2001
864,1,5,2001
865,1,5,2001
866,1,5,2001
867,1,5,2001
868,1,5,2001
869,1,5,2001
870,1,5,2001
871,1,5,2001
872,1,5,2001
873,1,5,2001
874,1,5,2001
875,1,5,2001
876,1,5,2001
877,1,5,2001
878,1,5,2001
879,1,5,2001
880,1,5,2001
881,1,5,2001
882,1,5,2001
883,1,5,2001
884,1,5,2001
885,1,5,2001
886,1,5,2001
887,1,5,2001
888,1,5,2001
889,1,5,2001
890,1,5,2001
891,1,5,2001
892,1,5,2001
893,1,5,2001
894,1,5,2001
895,1,5,2001
896,1,5,2001
897,1,5,2001
898,1,5,2001
899,1,5,2001
900,1,5,2001
901,1,5,2001
902,1,5,2001
903,1,5,2001
904,1,5,2001
905,1,5,2001
906,1,5,2001
907,1,5,2001
908,1,5,2001
909,1,5,2001
910,1,5,2001
911,1,5,2001
912,1,5,2001
913,1,5,2001
914,1,5,2001
915,1,5,2001
916,1,5,2001
917,1,5,2001
918,1,5,2001
919,1,5,2001
920,1,5,2001
921,1,5,2001
922,1,5,2001
923,1,5,2001
924,1,5,2001
925,1,5,2001
926,1,5,2001
927,1,5,2001
928,1,5,2001
929,1,5,2001
930,1,5,2001
931,1,5,2001
932,1,5,2001
933,1,5,2001
934,1,5,2001
935,1,5,2001
936,1,5,2001
937,1,5,2001
938,1,5,2001
939,1,5,2001
940,1,5,2001
941,1,5,2001
942,1,5,2001
943,1,5,2001
944,1,5,2001
945,1,5,2001
946,1,5,2001
947,1,5,2001
948,1,5,2001
949,1,5,2001
950,1,5,2001
951,1,5,2001
952,1,5,2001
953,1,5,2001
954,1,5,2001
955,1,5,2001
956,1,5,2001
957,1,5,2001
958,1,5,2001
959,1,5,2001
960,1,5,2001
961,1,5,2001
962,1,5,2001
963,1,5,2001
964,1,5,2001
965,1,5,2001
966,1,5,2001
967,1,5,2001
968,1,5,2001
969,1,5,2001
970,1,5,2001
971,1,5,2001
972,1,5,2001
973,1,5,2001
974,1,5,2001
975,1,5,2001
976,1,5,2001
977,1,5,2001
978,1,5,2001
979,1,5,2001
980,1,5,2001
981,1,5,2001
982,1,5,2001
983,1,5,2001
984,1,5,2001
985,1,5,2001
986,1,5,2001
987,1,5,2001
988,1,5,2001
989,1,5,2001
990,1,5,2001
991,1,5,2001
992,1,5,2001
993,1,5,2001
994,1,5,2001
995,1,5,2001
996,1,5,2001
997,1,5,2001
998,1,5,2001
999,1,5,2001
1000,1,5,2001
1001,1,5,2001
1002,1,5,2001
1003,1,5,2001
1004,1,5,2001
1005,1,5,2001
1006,1,5,2001
1007,1,5,2001
1008,1,5,2001
1009,1,5,2001
1010,1,5,2001
1011,1,5,2001
1012,1,5,2001
1013,1,5,2001
1014,1,5,2001
1015,1,5,2001
1016,1,5,2001
1017,1,5,2001
1018,1,5,2001
1019,1,5,2001
1020,1,5,2001
1021,1,5,2001
1022,1,5,2001
1023,1,5,2001
1024,1,5,2001
1025,1,5,2001
1026,1,5,2001
1027,1,5,2001
1028,1,5,2001
1029,1,5,2001
1030,1,5,2001
1031,1,5,2001
1032,1,5,2001
1033,1,5,2001
1034,1,5,2001
1035,1,5,2001
1036,1,5,2001
1037,1,5,2001
1038,1,5,2001
1039,1,5,2001
1040,1,5,2001
1041,1,5,2001
1042,1,5,2001
1043,1,5,2001
1044,1,5,2001
1045,1,5,2001
1046,1,5,2001
1047,1,5,2001
1048,1,5,2001
1049,1,5,2001
1050,1,5,2001
1051,1,5,2001
1052,1,5,2001
1053,1,5,2001
1054,1,5,2001
1055,1,5,2001
1056,1,5,2001
1057,1,5,2001
1058,1,5,2001
1059,1,5,2001
1060,1,5,2001
1061,1,5,2001
1062,1,5,2001
1063,1,5,2001
1064,1,5,2001
1065,1,5,2001
1066,1,5,2001
1067,1,5,2001
1068,1,5,2001
1069,1,5,2001
1070,1,5,2001
1071,1,5,2001
1072,1,5,2001
1073,1,5,2001
1074,1,5,2001
1075,1,5,2001
1076,1,5,2001
1077,1,5,2001
1078,1,5,2001
1079,1,5,2001
1080,1,5,2001
1081,1,5,2001
1082,1,5,2001
1083,1,5,2001
1084,1,5,2001
1085,1,5,2001
1086,1,5,2001
1087,1,5,2001
1088,1,5,2001
1089,1,5,2001
1090,1,5,2001
1091,1,5,2001
1092,1,5,2001
1093,1,5,2001
1094,1,5,2001
1095,1,5,2001
1096,1,5,2001
1097,1,5,2001
1098,1,5,2001
1099,1,5,2001
1100,1,5,2001
1101,1,5,2001
1102,1,5,2001
1103,1,5,2001
1104,1,5,2001
1105,1,5,2001
1106,1,5,2001
1107,1,5,2001
1108,1,5,2001
1109,1,5,2001
1110,1,5,2001
1111,1,5,2001
1112,1,5,2001
1113,1,5,2001
1114,1,5,2001
1115,1,5,2001
1116,1,5,2001
1117,1,5,2001
1118,1,5,2001
1119,1,5,2001
1120,1,5,2001
1121,1,5,2001
1122,1,5,2001
1123,1,5,2001
1124,1,5,2001
1125,1,5,2001
1126,1,5,2001
1127,1,5,2001
1128,1,5,2001
1129,1,5,2001
1130,1,5,2001
1131,1,5,2001
1132,1,5,2001
1133,1,5,2001
1134,1,5,2001
1135,1,5,2001
1136,1,5,2001
1137,1,5,2001
1138,1,5,2001
1139,1,5,2001
1140,1,5,2001
1141,1,5,2001
1142,1,5,2001
1143,1,5,2001
1144,1,5,2001
1145,1,5,2001
1146,1,5,2001
1147,1,5,2001
1148,1,5,2001
1149,1,5,2001
1150,1,5,2001
1151,1,5,2001
1152,1,5,2001
1153,1,5,2001
1154,1,5,2001
1155,1,5,2001
1156,1,5,2001
1157,1,5,2001
1158,1,5,2001
1159,1,5,2001
1160,1,5,2001
1161,1,5,2001
1162,1,5,2001
1163,1,5,2001
1164,1,5,2001
1165,1,5,2001
1166,1,5,2001
1167,1,5,2001
1168,1,5,2001
1169,1,5,2001
1170,1,5,2001
1171,1,5,2001
1172,1,5,2001
1173,1,5,2001
1174,1,5,2001
1175,1,5,2001
1176,1,5,2001
1177,1,5,2001
1178,1,5,2001
1179,1,5,2001
1180,1,5,2001
1181,1,5,2001
1182,1,5,2001
1183,1,5,2001
1184,1,5,2001
1185,1,5,2001
1186,1,5,2001
1187,1,5,2001
1188,1,5,2001
1189,1,5,2001
1190,1,5,2001
1191,1,5,2001
1192,1,5,2001
1193,1,5,2001
1194,1,5,2001
1195,1,5,2001
1196,1,5,2001
1197,1,5,2001
1198,1,5,2001
1199,1,5,2001
1200,1,5,2001
1201,1,5,2001
1202,1,5,2001
1203,1,5,2001
1204,1,5,2001
1205,1,5,2001
1206,1,5,2001
1207,1,5,2001
1208,1,5,2001
1209,1,5,2001
1210,1,5,2001
1211,1,5,2001
1212,1,5,2001
1213,1,5,2001
1214,1,5,2001
1215,1,5,2001
1216,1,5,2001
1217,1,5,2001
1218,1,5,2001
1219,1,5,2001
1220,1,5,2001
1221,1,5,2001
1222,1,5,2001
1223,1,5,2001
1224,1,5,2001
1225,1,5,2001
1226,1,5,2001
1227,1,5,2001
1228,1,5,2001
1229,1,5,2001
1230,1,5,2001
1231,1,5,2001
1232,1,5,2001
1233,1,5,2001
1234,1,5,2001
1235,1,5,2001
1236,1,5,2001
1237,1,5,2001
1238,1,5,2001
1239,1,5,2001
1240,1,5,2001
1241,1,5,2001
1242,1,5,2001
1243,1,5,2001
1244,1,5,2001
1245,1,5,2001
1246,1,5,2001
1247,1,5,2001
1248,1,5,2001
1249,1,5,2001
1250,1,5,2001
1251,1,5,2001
1252,1,5,2001
1253,1,5,2001
1254,1,5,2001
1255,1,5,2001
1256,1,5,2001
1257,1,5,2001
1258,1,5,2001
1259,1,5,2001
1260,1,5,2001
1261,1,5,2001
1262,1,5,2001
1263,1,5,2001
1264,1,5,2001
1265,1,5,2001
1266,1,5,2001
1267,1,5,2001
1268,1,5,2001
1269,1,5,2001
1270,1,5,2001
1271,1,5,2001
1272,1,5,2001
1273,1,5,2001
1274,1,5,2001
1275,1,5,2001
1276,1,5,2001
1277,1,5,2001
1278,1,5,2001
1279,1,5,2001
1280,1,5,2001
1281,1,5,2001
1282,1,5,2001
1283,1,5,2001
1284,1,5,2001
1285,1,5,2001
1286,1,5,2001
1287,1,5,2001
1288,1,5,2001
1289,1,5,2001
1290,1,5,2001
1291,1,5,2001
1292,1,5,2001
1293,1,5,2001
1294,1,5,2001
1295,1,5,2001
1296,1,5,2001
1297,1,5,2001
1298,1,5,2001
1299,1,5,2001
1300,1,5,2001
1301,1,5,2001
1302,1,5,2001
1303,1,5,2001
1304,1,5,2001
1305,1,5,2001
1306,1,5,2001
1307,1,5,2001
1308,1,5,2001
1309,1,5,2001
1310,1,5,2001
1311,1,5,2001
1312,1,5,2001
1313,1,5,2001
1314,1,5,2001
1315,1,5,2001
1316,1,5,2001
1317,1,5,2001
1318,1,5,2001
1319,1,5,2001
1320,1,5,2001
1321,1,5,2001
1322,1,5,2001
1323,1,5,2001
1324,1,5,2001
1325,1,5,2001
1326,1,5,2001
1327,1,5,2001
1328,1,5,2001
1329,1,5,2001
1330,1,5,2001
1331,1,5,2001
1332,1,5,2001
1333,1,5,2001
1334,1,5,2001
1335,1,5,2001
1336,1,5,2001
1337,1,5,2001
1338,1,5,2001
1339,1,5,2001
1340,1,5,2001
1341,1,5,2001
1342,1,5,2001
1343,1,5,2001
1344,1,5,2001
1345,1,5,2001
1346,1,5,2001
1347,1,5,2001
1348,1,5,2001
1349,1,5,2001
1350,1,5,2001
1351,1,5,2001
1352,1,5,2001
1353,1,5,2001
1354,1,5,2001
1355,1,5,2001
1356,1,5,2001
1357,1,5,2001
1358,1,5,2001
1359,1,5,2001
1360,1,5,2001
1361,1,5,2001
1362,1,5,2001
1363,1,5,2001
1364,1,5,2001
1365,1,5,2001
1366,1,5,2001
1367,1,5,2001
1368,1,5,2001
1369,1,5,2001
1370,1,5,2001
1371,1,5,2001
1372,1,5,2001
1373,1,5,2001
1374,1,5,2001
1375,1,5,2001
1376,1,5,2001
1377,1,5,2001
1378,1,5,2001
1379,1,5,2001
1380,1,5,2001
1381,1,5,2001
1382,1,5,2001
1383,1,5,2001
1384,1,5,2001
1385,1,5,2001
1386,1,5,2001
1387,1,5,2001
1388,1,5,2001
1389,1,5,2001
1390,1,5,2001
1391,1,5,2001
1392,1,5,2001
1393,1,5,2001
1394,1,5,2001
1395,1,5,2001
1396,1,5,2001
1397,1,5,2001
1398,1,5,2001
1399,1,5,2001
1400,1,5,2001
1401,1,5,2001
1402,1,5,2001
1403,1,5,2001
1404,1,5,2001
1405,1,5,2001
1406,1,5,2001
1407,1,5,2001
1408,1,5,2001
1409,1,5,2001
1410,1,5,2001
1411,1,5,2001
1412,1,5,2001
1413,1,5,2001
1414,1,5,2001
1415,1,5,2001
1416,1,5,2001
1417,1,5,2001
1418,1,5,2001
1419,1,5,2001
1420,1,5,2001
1421,1,5,2001
1422,1,5,2001
1423,1,5,2001
1424,1,5,2001
1425,1,5,2001
1426,1,5,2001
1427,1,5,2001
1428,1,5,2001
1429,1,5,2001
1430,1,5,2001
1431,1,5,2001
1432,1,5,2001
1433,1,5,2001
1434,1,5,2001
1435,1,5,2001
1436,1,5,2001
1437,1,5,2001
1438,1,5,2001
1439,1,5,2001
1440,1,5,2001
1441,1,5,2001
1442,1,5,2001
1443,1,5,2001
1444,1,5,2001
1445,1,5,2001
1446,1,5,2001
1447,1,5,2001
1448,1,5,2001
1449,1,5,2001
1450,1,5,2001
1451,1,5,2001
1452,1,5,2001
1453,1,5,2001
1454,1,5,2001
1455,1,5,2001
1456,1,5,2001
1457,1,5,2001
1458,1,5,2001
1459,1,5,2001
1460,1,5,2001
1461,1,5,2001
1462,1,5,2001
1463,1,5,2001
1464,1,5,2001
1465,1,5,2001
1466,1,5,2001
1467,1,5,2001
1468,1,5,2001
1469,1,5,2001
1470,1,5,2001
1471,1,5,2001
1472,1,5,2001
1473,1,5,2001
1474,1,5,2001
1475,1,5,2001
1476,1,5,2001
1477,1,5,2001
1478,1,5,2001
1479,1,5,2001
1480,1,5,2001
1481,1,5,2001
1482,1,5,2001
1483,1,5,2001
1484,1,5,2001
1485,1,5,2001
1486,1,5,2001
1487,1,5,2001
1488,1,5,2001
1489,1,5,2001
1490,1,5,2001
1491,1,5,2001
1492,1,5,2001
1493,1,5,2001
1494,1,5,2001
1495,1,5,2001
1496,1,5,2001
