_id,id,date,cds_bought,spent
487,41,19970103,1,11.77
530,42,19970103,1,11.97
542,43,19970103,4,45.67
558,44,19970103,4,49.67
562,45,19970103,1,8.97
562,45,19970623,1,14.96
564,46,19970103,3,40.7
564,46,19970114,1,14.96
564,46,19970121,2,43.13
564,46,19970127,1,14.96
564,46,19970204,2,39.33
564,46,19970411,2,29.92
564,46,19970627,2,37.93
564,46,19970710,2,26.73
564,46,19970714,2,29.58
564,46,19970729,1,14.96
564,46,19970731,1,21.97
564,46,19970828,2,29.73
564,46,19970828,2,27.74
564,46,19970901,2,23.54
564,46,19971013,2,32.48
564,46,19971028,2,24.48
564,46,19971214,3,35.97
564,46,19980110,2,26.48
564,46,19980213,2,28.98
564,46,19980301,2,30.98
564,46,19980305,2,32.47
564,46,19980325,2,25.98
564,46,19980415,1,11.88
564,46,19980531,1,12.99
581,47,19970103,1,14.37
612,48,19970103,1,12.49
621,49,19970103,1,17.9
621,49,19970114,1,14.37
636,50,19970103,3,27.92
656,51,19970103,3,55.1
656,51,19980411,6,93.81
656,51,19980411,2,20.98
675,52,19970103,1,24.99
687,53,19970103,1,12.97
687,53,19980410,2,34.41
736,54,19970103,2,28.74
755,55,19970103,1,52.99
756,56,19970103,1,14.37
756,56,19970706,1,13.97
756,56,19970823,4,42.08
760,57,19970103,1,11.77
760,57,19970202,1,15.36
760,57,19980420,2,26.3
18,58,19970104,1,14.96
645,59,19970104,3,44.71
645,59,19970930,1,6.49
645,59,19971124,1,12.99
645,59,19980319,1,36.99
703,60,19970104,8,121.34
773,61,19970104,4,56.27
773,61,19970120,4,62.9
773,61,19970120,1,15.36
773,61,19970224,3,63.95
773,61,19970224,1,24.99
773,61,19970303,1,15.36
773,61,19970729,1,31.03
773,61,19971217,2,29.48
773,61,19971218,1,28.49
773,61,19971222,3,66.97
775,62,19970104,10,186.67
789,63,19970104,2,27.34
789,63,19970427,3,43.13
789,63,19980330,2,28.97
795,64,19970104,1,13.97
816,65,19970104,3,35.31
834,66,19970104,2,21.98
836,67,19970104,4,59.08
836,67,19970126,10,144.08
836,67,19970601,8,122.88
836,67,19971112,8,140.42
857,68,19970104,2,24.94
875,69,19970104,1,16.99
881,70,19970104,2,36.94
881,70,19970111,1,11.77
881,70,19970602,5,71.02
881,70,19970728,3,45.09
881,70,19980418,7,106.03
899,71,19970104,2,145.47
913,72,19970104,1,12.77
918,73,19970104,4,51.87
918,73,19970214,5,69.23
918,73,19971207,1,15.49
936,74,19970104,1,14.99
947,75,19970104,6,53.46
947,75,19970209,2,20.77
958,76,19970104,8,117.1
974,77,19970104,1,18.36
989,78,19970105,1,14.96
1012,79,19970105,1,13.97
1012,79,19970307,1,13.77
1012,79,19970322,1,14.37
1012,79,19970503,3,32.51
1014,80,19970105,5,96.36
1034,81,19970105,2,33.96
1035,82,19970105,5,66.84
1035,82,19970226,3,42.09
1050,83,19970105,2,21.76
1062,84,19970105,1,14.96
1080,85,19970105,1,14.99
1099,86,19970105,1,14.96
1099,86,19970203,2,24.74
1099,86,19970205,1,8.0
1099,86,19970225,1,13.97
1099,86,19970227,1,27.77
1099,86,19970318,3,45.28
1099,86,19970624,4,58.68
1099,86,19970709,1,14.96
1099,86,19971230,1,17.49
1099,86,19980227,1,18.49
1099,86,19980323,1,10.49
1099,86,19980617,3,46.47
1101,87,19970105,1,0.0
1108,88,19970105,1,16.3
1108,88,19970105,1,13.99
1108,88,19970214,2,14.96
1108,88,19970305,2,11.58
1108,88,19970326,1,6.79
1108,88,19970413,1,6.79
1108,88,19970724,1,12.25
1108,88,19970804,2,20.74
1108,88,19970824,1,11.77
1108,88,19970824,1,12.25
1108,88,19970903,1,14.96
1108,88,19970909,1,12.99
1108,88,19970910,1,11.49
1108,88,19971007,1,5.49
1108,88,19971118,1,4.49
1108,88,19971118,1,5.49
1108,88,19980301,1,5.49
1108,88,19980306,1,2.99
1131,89,19970105,5,71.63
1150,90,19970105,1,37.97
1158,91,19970105,6,79.94
1158,91,19970826,1,14.99
1167,92,19970105,4,47.28
1167,92,19970111,4,60.84
1167,92,19970114,2,19.94
1167,92,19970122,2,24.74
1167,92,19970210,2,23.54
1167,92,19970518,6,99.19
1167,92,19970924,3,76.97
1167,92,19980418,5,62.79
1174,93,19970105,1,34.9
1188,94,19970105,3,43.09
1209,95,19970105,3,31.51
1223,96,19970105,3,56.51
1240,97,19970105,2,36.36
1241,98,19970105,1,11.77
1241,98,19970622,2,25.74
1241,98,19970816,3,41.1
1241,98,19971221,1,14.99
1241,98,19980128,3,38.97
1251,99,19970105,1,6.79
1251,99,19970115,1,4.79
1251,99,19970824,2,24.5
1251,99,19970911,4,35.96
1251,99,19970925,2,17.48
1251,99,19980117,3,32.47
1251,99,19980326,3,58.97
1251,99,19980505,3,21.09
1252,100,19970105,1,16.99
1252,100,19970621,2,26.22
441,101,19970106,5,62.45
441,101,19970213,1,12.49
441,101,19970505,1,6.79
441,101,19970526,1,6.79
441,101,19970813,3,37.31
441,101,19970916,2,23.98
441,101,19971117,2,15.48
441,101,19971120,1,14.49
441,101,19971210,1,14.99
441,101,19980603,2,24.48
1115,102,19970106,1,19.99
1265,103,19970106,4,34.74
1280,104,19970106,1,22.7
1283,105,19970106,6,79.21
1283,105,19970624,7,92.8
1291,106,19970106,3,52.3
1291,106,19970218,3,52.3
1302,107,19970106,6,125.82
1317,108,19970106,2,32.98
1322,109,19970106,2,27.13
1322,109,19970108,3,39.09
1333,110,19970106,3,42.49
1333,110,19971108,2,29.48
1343,111,19970106,1,9.97
1343,111,19970108,1,12.97
1343,111,19980604,1,12.58
1350,112,19970106,7,156.0
1365,113,19970106,1,11.77
1377,114,19970106,1,14.37
1377,114,19970624,1,24.99
1380,115,19970106,2,29.33
1393,116,19970106,1,8.77
1393,116,19970212,3,28.31
1393,116,19980102,4,58.46
1393,116,19980526,3,14.47
1395,117,19970106,1,8.77
1420,118,19970106,1,11.77
1433,119,19970106,1,9.98
1446,120,19970106,1,19.77
1480,121,19970106,1,15.96
1480,121,19970127,1,13.77
1483,122,19970106,11,163.52
1504,123,19970106,1,24.99
1518,124,19970106,1,14.96
1528,125,19970106,1,10.99
1528,125,19970225,3,36.71
1528,125,19980213,1,7.49
719,126,19970107,2,34.98
1463,127,19970107,3,28.37
1540,128,19970107,1,10.77
1544,129,19970107,1,6.79
1544,129,19970109,2,9.58
1544,129,19970124,2,19.16
1544,129,19970213,1,13.97
1544,129,19970301,1,11.77
1560,130,19970107,1,12.77
1560,130,19970315,1,14.37
1560,130,19970619,2,28.74
1560,130,19970708,1,14.96
1561,131,19970107,4,49.87
1561,131,19971110,6,66.94
1568,132,19970107,1,27.99
1568,132,19970624,4,71.66
1583,133,19970107,1,13.7
1583,133,19970409,1,11.77
1583,133,19970725,1,15.96
1583,133,19980121,1,9.49
1583,133,19980305,1,11.49
1583,133,19980325,1,12.99
1583,133,19980603,1,12.58
1583,133,19980609,1,9.99
1585,134,19970107,1,8.77
1585,134,19980525,1,15.99
1596,135,19970107,2,35.36
1596,135,19970620,2,19.54
1596,135,19971208,4,44.96
1596,135,19980211,3,32.74
1605,136,19970107,2,44.98
1605,136,19970205,2,19.96
1605,136,19970228,1,26.99
1618,137,19970107,1,12.97
1623,138,19970107,1,14.99
1623,138,19970223,2,29.98
1623,138,19970505,5,73.62
1623,138,19971127,8,106.42
1623,138,19980319,3,30.4
1623,138,19980321,1,9.49
1623,138,19980505,7,97.95
1627,139,19970107,1,11.77
1627,139,19970122,2,29.33
1631,140,19970107,1,11.77
1631,140,19970427,2,23.54
1640,141,19970107,7,79.99
1647,142,19970107,2,59.98
1647,142,19970108,2,27.14
1647,142,19970109,4,51.66
1647,142,19970206,1,12.97
1647,142,19970207,2,26.14
1647,142,19970224,3,59.97
1647,142,19980108,1,13.99
1647,142,19980204,2,22.98
1655,143,19970107,2,26.73
1655,143,19970124,1,14.96
1655,143,19970726,1,15.36
1661,144,19970107,1,174.99
1661,144,19970121,2,45.35
1661,144,19970221,1,17.9
1661,144,19970228,1,15.7
1661,144,19970513,2,26.73
1661,144,19970729,1,31.03
1661,144,19970814,1,17.95
1661,144,19970903,1,5.78
1661,144,19971020,1,29.99
1661,144,19971021,1,11.49
1661,144,19971112,1,25.49
1661,144,19980212,1,14.49
1661,144,19980609,1,29.99
1663,145,19970107,1,14.96
1663,145,19970122,1,14.96
1663,145,19970914,1,22.99
1664,146,19970107,5,70.42
1668,147,19970107,1,13.97
1668,147,19970207,1,14.39
1668,147,19970515,2,41.95
1668,147,19970705,2,43.57
1668,147,19970731,1,9.77
1668,147,19970731,1,9.77
1668,147,19971211,1,14.99
1669,148,19970107,1,9.98
1669,148,19970117,3,44.32
1669,148,19970127,1,39.47
1669,148,19970305,2,73.98
1669,148,19970319,1,7.98
1669,148,19970324,1,12.77
1669,148,19970410,1,29.95
1669,148,19970805,3,30.54
1669,148,19970819,1,12.25
1669,148,19970819,1,17.7
1669,148,19970825,3,17.37
1669,148,19970826,2,26.73
1669,148,19970911,1,12.99
1669,148,19970917,8,43.92
1669,148,19970929,1,11.49
1669,148,19971006,2,24.48
1669,148,19971028,1,20.99
1669,148,19971209,2,27.98
1669,148,19980310,1,11.19
1669,148,19980310,2,25.98
1669,148,19980313,2,33.98
1686,149,19970107,1,13.97
1686,149,19971209,2,25.98
1686,149,19980130,2,28.48
1686,149,19980220,3,35.47
1686,149,19980419,1,21.22
1686,149,19980419,1,12.99
1686,149,19980428,1,15.99
1696,150,19970107,4,46.48
1696,150,19970122,3,35.31
1696,150,19970203,2,26.14
1696,150,19970731,2,28.93
1696,150,19970826,2,23.74
1696,150,19971114,2,22.48
1696,150,19971124,1,12.99
1705,151,19970107,1,11.77
1705,151,19970223,4,59.84
1705,151,19970714,1,14.79
1705,151,19970908,1,10.77
1705,151,19970911,1,14.37
1712,152,19970107,1,30.97
1733,153,19970107,1,11.77
1739,154,19970107,1,15.36
1739,154,19970127,1,16.7
1753,155,19970107,1,0.0
1758,156,19970107,1,11.77
1758,156,19970221,2,34.32
1760,157,19970107,1,11.99
1760,157,19970110,1,9.97
1760,157,19970114,1,13.97
1760,157,19970119,3,46.08
1760,157,19970122,1,5.99
1760,157,19970129,2,27.94
1760,157,19970203,2,23.98
1760,157,19970215,4,55.47
1760,157,19970314,1,14.99
1760,157,19970320,1,14.96
1760,157,19970402,1,14.96
1760,157,19970404,5,72.44
1760,157,19970408,2,27.94
1760,157,19970418,1,14.96
1760,157,19970418,1,11.97
1760,157,19970420,1,14.96
1760,157,19970504,1,12.77
1760,157,19970508,1,14.96
1760,157,19970515,1,12.77
1760,157,19970602,3,41.69
1760,157,19970627,2,29.92
1760,157,19970706,1,15.36
1760,157,19970722,1,15.96
1760,157,19970731,1,14.96
1760,157,19970803,1,14.96
1760,157,19970820,2,29.92
1760,157,19970906,1,15.36
1760,157,19970911,3,39.97
1760,157,19970916,2,25.98
1760,157,19970927,4,57.96
1760,157,19970928,4,48.46
1760,157,19971007,1,12.49
1760,157,19971025,2,25.98
1760,157,19971025,1,13.99
1760,157,19971102,1,12.99
1760,157,19971123,1,13.99
1760,157,19971125,2,29.98
1760,157,19971125,1,7.49
1760,157,19971217,1,12.99
1760,157,19971218,2,25.98
1760,157,19971224,1,12.99
1760,157,19980102,1,12.99
1760,157,19980127,1,14.99
1760,157,19980310,2,42.98
1760,157,19980412,1,11.88
1760,157,19980517,3,60.45
1760,157,19980611,4,37.96
1783,158,19970108,1,14.37
1792,159,19970108,2,30.36
1792,159,19970109,4,59.06
1792,159,19970128,3,50.97
1792,159,19970630,2,29.73
1809,160,19970108,2,31.54
1825,161,19970108,4,63.93
1825,161,19980609,1,14.49
1828,162,19970108,2,26.14
1828,162,19970122,3,46.28
1839,163,19970108,1,73.3
1845,164,19970108,1,17.7
1845,164,19970125,10,139.7
1845,164,19970325,6,78.22
1845,164,19970414,4,52.68
1845,164,19970624,3,40.7
1845,164,19970714,5,69.63
1845,164,19970715,2,26.74
1845,164,19970722,4,57.45
1845,164,19970825,6,72.82
1845,164,19970904,4,49.48
1845,164,19970924,3,36.97
1845,164,19971022,5,72.95
1845,164,19980106,2,24.48
1845,164,19980107,4,107.96
1845,164,19980205,2,29.06
1845,164,19980324,1,8.49
1845,164,19980406,2,26.48
1858,165,19970108,2,24.98
1858,165,19970108,2,28.74
1877,166,19970108,3,49.08
1877,166,19980129,4,51.96
1890,167,19970108,1,12.49
1890,167,19970205,4,49.96
1890,167,19970310,2,13.58
1890,167,19970315,1,12.79
1890,167,19970416,2,24.98
1890,167,19970514,7,100.93
1890,167,19970515,3,32.3
1890,167,19970516,2,11.58
1890,167,19970519,2,20.76
1890,167,19970520,3,28.81
1890,167,19970606,1,5.78
1890,167,19970624,1,12.25
1890,167,19970723,1,4.99
1890,167,19970724,1,12.25
1890,167,19971014,4,49.96
1890,167,19971020,1,11.49
1890,167,19971024,2,24.98
1890,167,19971107,4,35.96
1890,167,19971118,1,12.49
1890,167,19971120,3,47.97
1890,167,19971201,2,16.98
1890,167,19980102,2,53.48
1890,167,19980106,4,63.96
1890,167,19980111,5,105.95
1890,167,19980127,5,66.95
1890,167,19980209,2,24.98
1890,167,19980218,1,11.02
1890,167,19980320,1,5.99
1890,167,19980328,3,40.97
1890,167,19980513,3,41.97
1894,168,19970108,1,14.37
1908,169,19970108,2,25.77
1919,170,19970108,1,18.99
1919,170,19970927,1,14.49
1919,170,19971129,1,13.99
1919,170,19980411,1,14.49
1928,171,19970108,1,64.99
1944,172,19970108,1,51.37
1956,173,19970108,8,93.57
1971,174,19970108,1,18.36
1985,175,19970108,1,6.79
1402,176,19970109,10,166.3
1763,177,19970109,1,12.49
1893,178,19970109,5,63.29
1893,178,19970117,6,70.62
1893,178,19970328,2,38.93
1893,178,19970519,3,41.31
1893,178,19970629,1,11.77
1893,178,19970810,1,17.7
1893,178,19970827,2,30.72
1893,178,19971112,3,45.47
1893,178,19971127,2,25.98
1893,178,19980113,2,25.98
1893,178,19980116,2,25.98
1893,178,19980221,2,23.98
1893,178,19980228,2,25.98
1893,178,19980313,2,25.98
1893,178,19980507,1,15.49
1991,179,19970109,4,47.08
1991,179,19970203,3,29.97
1991,179,19970209,4,68.45
1991,179,19970302,2,55.96
1991,179,19970324,5,62.93
1991,179,19970416,3,40.7
1991,179,19970621,3,47.28
1991,179,19970713,2,31.76
1991,179,19970919,4,56.96
1991,179,19971123,1,9.99
1991,179,19971123,2,98.98
1991,179,19971130,1,39.49
1991,179,19971227,3,38.97
1991,179,19980119,5,70.47
1991,179,19980222,4,56.05
1991,179,19980407,3,43.36
1991,179,19980408,1,21.99
2005,180,19970109,1,17.96
2030,181,19970109,1,15.76
2049,182,19970109,1,12.97
2053,183,19970109,1,15.36
2053,183,19970213,1,15.76
2053,183,19971114,2,20.98
2053,183,19980421,2,16.98
2053,183,19980508,1,14.99
2071,184,19970109,1,8.77
2072,185,19970109,3,27.55
2072,185,19970111,2,27.94
2072,185,19970118,2,29.78
2072,185,19970223,1,14.96
2072,185,19970919,3,62.97
2072,185,19971105,2,10.98
2072,185,19980612,1,20.99
2087,186,19970109,1,14.96
2099,187,19970109,1,13.97
2099,187,19970207,1,13.77
2099,187,19970305,1,9.97
2099,187,19980220,1,12.49
2102,188,19970109,1,3.99
2102,188,19970320,2,23.76
2102,188,19970401,3,44.69
2102,188,19970606,3,45.51
2102,188,19971223,3,41.47
2104,189,19970109,4,51.86
2104,189,19970205,1,11.77
2104,189,19970217,2,29.13
2104,189,19970220,3,44.49
2109,190,19970109,1,28.99
2127,191,19970109,2,27.94
2142,192,19970109,2,30.54
2161,193,19970109,3,52.63
2180,194,19970109,1,16.99
2194,195,19970109,1,14.3
2194,195,19970210,1,22.97
2194,195,19970509,2,16.56
2194,195,19970527,2,48.94
2194,195,19970611,1,39.51
2194,195,19970616,1,10.77
2194,195,19970717,1,33.86
2199,196,19970109,3,36.75
2202,197,19970109,2,29.36
2202,197,19970120,2,27.13
2217,198,19970109,3,46.68
2217,198,19971102,1,29.49
2235,199,19970109,1,27.77
780,200,19970110,3,47.73
780,200,19970201,1,23.99
780,200,19970420,3,58.97
780,200,19980110,1,11.49
2254,201,19970110,2,21.54
2272,202,19970110,1,12.49
2272,202,19970204,2,25.26
2272,202,19970228,1,12.49
2289,203,19970110,1,16.7
2289,203,19970701,1,15.96
2289,203,19970815,1,27.77
2294,204,19970110,2,28.35
2319,205,19970110,1,10.77
2331,206,19970110,4,56.87
2331,206,19970516,1,14.96
2336,207,19970110,1,12.99
2361,208,19970110,4,82.96
2361,208,19970112,2,34.27
2363,209,19970110,1,14.37
2379,210,19970110,3,59.97
2389,211,19970110,3,35.31
2389,211,19970211,3,61.11
2389,211,19970223,5,141.6
2389,211,19970314,3,37.51
2389,211,19970322,6,80.21
2389,211,19970411,5,68.05
2389,211,19970502,5,62.25
2389,211,19970515,4,51.94
2389,211,19971113,5,92.95
2389,211,19971125,2,24.48
2389,211,19971203,1,21.49
2389,211,19971230,2,30.98
2389,211,19980323,2,41.48
2389,211,19980627,3,61.47
2398,212,19970110,1,31.98
2419,213,19970110,1,13.97
2419,213,19980614,6,81.44
2442,214,19970110,1,14.96
2445,215,19970110,1,19.99
2445,215,19970727,1,14.96
2445,215,19970801,1,13.97
2445,215,19971208,2,24.48
2455,216,19970110,1,14.96
2455,216,19980328,2,24.98
2457,217,19970110,1,13.97
2457,217,19970128,2,25.74
2457,217,19970226,3,37.9
2457,217,19970614,3,44.29
2457,217,19970629,3,41.1
2457,217,19980418,2,25.98
208,218,19970111,5,63.25
208,218,19980221,5,70.38
2181,219,19970111,3,41.75
2181,219,19970425,1,14.99
2471,220,19970111,1,21.99
2471,220,19970722,2,21.74
2478,221,19970111,1,21.77
2492,222,19970111,1,11.77
2508,223,19970111,5,69.29
2521,224,19970111,1,11.77
2537,225,19970111,2,24.54
2541,226,19970111,1,11.77
2541,226,19970208,1,15.7
2541,226,19970401,1,24.99
2556,227,19970111,1,0.0
2563,228,19970111,1,22.97
2563,228,19970125,1,13.97
2568,229,19970111,2,22.74
2568,229,19970124,1,9.77
2578,230,19970111,1,12.49
2578,230,19970827,5,50.52
2578,230,19970830,1,6.78
2578,230,19980528,1,23.99
2591,231,19970111,4,58.28
2591,231,19971119,1,22.49
2591,231,19980512,5,72.04
2597,232,19970111,1,17.36
2597,232,19970601,2,29.73
2597,232,19970618,2,26.14
2597,232,19970924,1,10.99
2597,232,19971120,1,76.99
2597,232,19980516,2,18.64
2597,232,19980531,2,26.57
2597,232,19980622,3,38.47
2610,233,19970111,2,29.92
2625,234,19970111,3,35.31
2645,235,19970111,1,11.77
2665,236,19970111,1,5.78
2681,237,19970111,1,15.96
2697,238,19970111,1,16.7
2709,239,19970111,1,14.37
2725,240,19970111,5,58.85
2745,241,19970111,1,22.7
2745,241,19971007,1,11.99
2745,241,19971016,1,14.49
2745,241,19971120,1,19.99
2745,241,19971205,1,21.49
2745,241,19980211,2,24.98
2753,242,19970111,1,14.37
2753,242,19970301,1,14.96
2753,242,19970313,1,13.97
2753,242,19970711,3,37.51
2753,242,19970819,2,29.92
2753,242,19980321,1,27.99
2509,243,19970112,7,94.4
2509,243,19970311,4,55.28
2509,243,19980210,7,95.43
2509,243,19980307,12,187.68
2509,243,19980310,2,27.98
2509,243,19980322,4,50.35
2761,244,19970112,1,15.96
2761,244,19970120,3,45.88
2761,244,19970120,6,192.9
2761,244,19970203,7,164.93
2761,244,19970209,4,142.96
2761,244,19970214,6,308.22
2761,244,19970217,8,119.43
2765,245,19970112,1,10.77
2786,246,19970112,5,78.2
2790,247,19970112,2,29.58
2790,247,19970208,3,40.9
2790,247,19970629,2,31.32
2803,248,19970112,1,19.99
2813,249,19970112,2,26.73
2813,249,19970125,2,30.32
2820,250,19970112,2,31.78
2820,250,19970519,2,27.73
2820,250,19970604,2,26.14
2820,250,19971008,2,27.98
2821,251,19970112,1,14.96
2845,252,19970112,2,27.13
2855,253,19970112,1,13.97
2855,253,19970824,1,16.36
2855,253,19980406,1,12.99
2863,254,19970112,1,4.99
2871,255,19970112,4,59.85
2871,255,19970115,1,11.77
2871,255,19971103,3,38.47
2871,255,19971112,13,195.37
2888,256,19970112,1,11.77
2903,257,19970112,2,23.54
2903,257,19970317,1,37.3
2903,257,19970323,1,14.37
2903,257,19970404,4,53.48
2903,257,19970423,1,14.37
2903,257,19970505,3,41.1
2903,257,19980124,2,24.48
2904,258,19970112,2,59.54
2920,259,19970112,1,16.7
2932,260,19970112,3,46.47
2932,260,19970222,3,38.77
2958,261,19970112,1,12.49
2958,261,19970602,3,62.97
2958,261,19970731,3,42.9
2961,262,19970112,2,26.14
2965,263,19970112,2,28.74
2965,263,19970927,5,64.45
2965,263,19980225,4,93.46
2983,264,19970112,5,47.48
3005,265,19970112,12,166.75
3008,266,19970112,1,11.77
3008,266,19970113,1,11.77
3011,267,19970112,1,9.98
3011,267,19970901,1,9.77
3011,267,19970901,1,14.96
3011,267,19970918,1,17.99
3011,267,19980322,2,29.48
3021,268,19970112,3,44.88
3021,268,19970221,6,90.83
858,269,19970113,2,26.73
2224,270,19970113,5,99.83
2224,270,19970127,3,79.72
2274,271,19970113,3,43.53
2390,272,19970113,1,26.99
2390,272,19970209,3,41.82
2390,272,19971021,1,12.49
2574,273,19970113,1,14.37
3001,274,19970113,1,15.9
3001,274,19970330,1,14.9
3001,274,19970612,1,14.99
3001,274,19970702,2,31.6
3016,275,19970113,2,21.54
3016,275,19970908,2,25.74
3016,275,19971016,2,31.98
3016,275,19971105,3,29.47
3016,275,19971121,1,7.49
3028,276,19970113,2,23.49
3028,276,19970118,1,11.77
3028,276,19970125,1,5.78
3028,276,19970315,3,50.71
3028,276,19970321,1,9.77
3028,276,19970329,1,13.97
3028,276,19970401,1,14.37
3028,276,19970518,1,13.77
3028,276,19970617,2,24.02
3028,276,19970621,1,6.79
3028,276,19970716,1,13.97
3028,276,19970730,1,11.77
3028,276,19970730,1,12.25
3028,276,19970812,1,12.77
3028,276,19970812,1,14.79
3028,276,19970816,1,11.77
3028,276,19980114,1,5.99
3030,277,19970113,1,31.97
3047,278,19970113,1,15.36
3060,279,19970113,1,14.79
3076,280,19970113,1,18.36
3087,281,19970113,1,14.37
3099,282,19970113,4,59.66
3099,282,19970522,10,151.98
3099,282,19970528,4,48.28
3099,282,19970529,5,62.04
3102,283,19970113,1,17.76
3102,283,19970209,2,28.73
3102,283,19970820,1,15.76
3102,283,19970831,1,14.37
3106,284,19970113,3,33.38
3106,284,19970203,2,36.67
3112,285,19970113,3,40.11
3134,286,19970113,1,0.0
3157,287,19970113,2,179.98
3157,287,19970305,2,30.33
3157,287,19970819,1,19.55
3157,287,19970822,2,52.03
3157,287,19971015,1,17.49
3157,287,19971019,1,8.99
3157,287,19971019,1,19.49
3157,287,19980115,1,12.49
3157,287,19980224,2,36.48
3157,287,19980327,2,38.98
3158,288,19970113,2,30.72
3163,289,19970113,1,44.3
3163,289,19970117,1,36.99
3163,289,19970313,1,15.99
3163,289,19970923,2,59.98
3163,289,19970924,1,11.99
3163,289,19970924,1,12.99
3163,289,19970925,2,46.98
3163,289,19971027,1,13.99
3163,289,19971027,1,13.99
3163,289,19971124,2,24.98
3163,289,19980106,1,11.99
3163,289,19980304,1,22.49
3163,289,19980304,2,25.16
3163,289,19980309,1,22.49
3163,289,19980325,1,12.99
3171,290,19970113,2,26.94
3182,291,19970113,5,69.22
3182,291,19970210,4,58.68
3182,291,19970918,5,71.45
3183,292,19970113,1,15.36
3183,292,19970116,2,20.75
3199,293,19970113,2,29.73
3238,294,19970113,1,15.36
3238,294,19970118,1,18.99
3238,294,19971023,2,44.48
3238,294,19980301,2,42.48
3238,294,19980301,1,59.49
3242,295,19970113,1,20.99
3262,296,19970113,1,12.77
1417,297,19970114,3,35.31
1417,297,19970501,6,76.41
1417,297,19971213,22,282.78
1417,297,19971213,6,76.94
2092,298,19970114,5,53.25
2092,298,19970122,1,12.97
2092,298,19971129,9,61.41
2092,298,19980109,4,35.96
2092,298,19980222,6,32.94
2939,299,19970114,2,19.28
3219,300,19970114,8,126.9
3287,301,19970114,2,38.13
3298,302,19970114,3,69.97
3298,302,19970222,1,12.77
3298,302,19970624,2,26.49
3298,302,19970912,1,20.99
3299,303,19970114,1,5.99
3299,303,19970925,2,31.48
3311,304,19970114,1,15.36
3311,304,19970519,3,69.84
3311,304,19980613,2,23.76
3312,305,19970114,1,23.99
3318,306,19970114,1,14.37
3318,306,19970207,1,14.37
3318,306,19980321,1,11.49
3333,307,19970114,1,13.97
3353,308,19970114,1,15.36
3374,309,19970114,1,11.77
3376,310,19970114,6,84.94
3376,310,19970131,1,14.99
3376,310,19970202,5,74.95
3376,310,19970212,4,59.96
