,HMI Audio,HMI Digital Video,HMI Display,HMI Linear,HMI OOH,Influencer,MACS App,MACS Programmatic,MACS Social,OO Display,OO Linear,OO Video,Paid Search,Partnerships,Podcast One Audio,event_anomaly_12_17_23,event_anomaly_12_20_2023,event_anomaly_12_21_2023,event_anomaly_3_12_2024,event_anomaly_3_13_2024,event_anomaly_3_14_2024,event_anomaly_3_15_2024,event_anomaly_3_24_23,event_anomaly_3_25_23,event_anomaly_3_26_23,event_anomaly_3_27_23,event_anomaly_3_28_23,event_blk_fri_2023,event_blk_fri_2024,event_day_after_superbowl_2023,event_day_after_superbowl_2024,event_day_b4_nye_2023,event_day_b4_xmas_eve_2023,event_ind_2023,event_ind_2024,event_juneteenth_2023,event_juneteenth_2024,event_lab_2023,event_lab_2024,event_mem_2023,event_mem_2024,event_mlk_2023,event_mlk_2024,event_ny23_2023,event_ny24_2024,event_nye_2023,event_nye_2024,event_pres_2023,event_pres_2024,event_superbowl_2023,event_superbowl_2024,event_thanks_2023,event_thanks_2024,event_xmas_2023,event_xmas_2024,event_xmas_day_after_2023,event_xmas_eve_2023,event_xmas_eve_2024,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,t,intercept,fold,n,month,day_dt
10,2705.0460734474636,0.003927648928945195,0.021334427966341954,0.0,4.164710431478501,0.0,7536.211459537849,990.4185180901036,781.6032565517716,8817.734930822176,1605.2860172717212,1180.2441849216711,770.6909734972563,7560.581335073638,2019.638365574318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13821.652368955085,0.0,0.0,0.0,0.0,956.647888363799,150328.821729509,1,365,2024-01,2023-01-11
11,2721.5300623656253,375.435051704048,0.03448200384851516,0.0,2.9830051048764012,0.0,7625.993592898335,1079.467366295343,980.1164148000752,7689.853094157387,1021.6197912190645,1150.3668626049946,800.562181646088,6970.672044360244,2082.4926288645247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13899.43098314147,0.0,0.0,0.0,1052.3126772001806,151436.52565335896,1,365,2024-01,2023-01-12
12,2743.313700120341,533.899061841005,0.02826929831980688,0.0,2.175008746300463,0.0,7473.782368900932,1022.129178742449,1051.4024850053756,5897.272529845202,861.9415719271892,1103.4194433359012,831.0406601238237,8284.116268313517,2123.8008706695955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7139.705608375783,0.0,0.0,1147.9774660365592,152235.61013886274,1,365,2024-01,2023-01-13
13,2758.576951221685,384.04222238052466,0.01666793294174456,746.5803612389872,1.6060015794538702,0.0,7774.274586001509,1504.4888689173592,1138.2491678463753,8643.353910903594,846.2832407803066,1314.3008063671516,901.3150577672642,8976.979458401702,2149.2807838661815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29630.375800623784,0.0,1243.6422548729397,152448.845923096,1,365,2024-01,2023-01-14
14,2760.317304794144,359.26656121901027,0.015693896776788913,1319.8217837144557,1.1972716189868529,0.0,7775.0145055356015,1624.8785727881502,1213.2640375619553,12532.533412782814,3400.1233706383023,1181.9553991656799,917.7477494160116,10888.313741409167,2160.176145020624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37071.77689515955,1339.307043709322,151899.35817880163,1,365,2024-01,2023-01-15
15,2746.889624806357,595.0809454106728,0.021177175308095025,422.401989101384,0.9016176471582585,0.0,7946.925569694076,1653.5733877662617,1206.6180337846915,11274.7035319625,1767.3543149922148,1265.3598679334286,947.7388328838102,7368.837802122326,2157.6149469803945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16839.507228467286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2660.6627712296213,0.0,0.0,0.0,0.0,0.0,0.0,1434.9718325457015,150565.41304851475,1,365,2024-01,2023-01-16
16,2719.6003578920718,479.91975095349505,0.03029072473053306,175.11928628517677,0.6867368424428423,0.0,7708.166323695665,1334.2800762206148,1159.0054625191585,9089.151432020026,1139.8238621195233,1181.2108705461962,888.8911277821195,7979.773207930556,2142.3562814357997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11986.990392933558,0.0,0.0,0.0,0.0,0.0,1530.6366213820802,148595.4812936999,1,365,2024-01,2023-01-17
17,2681.5531130690947,381.6860083348938,0.026160955346392647,83.65829912592709,0.5281491631584126,0.0,7467.065598057061,1466.111401763464,1101.329231139658,8119.604175701569,894.018043223697,976.0500412968887,877.47224362872,6483.434407425264,2116.6003090505956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13821.652368955085,0.0,0.0,0.0,0.0,1626.3014102184598,146277.15907806717,1,365,2024-01,2023-01-18
18,2639.5559138583876,673.5443597133773,0.014220974597955271,44.23059465448456,0.40934274525747977,0.0,7132.429945079089,1322.4457454510018,1100.4527967012627,8107.128131726779,871.806535174028,912.1478111128916,796.0948959544855,6076.58187880382,2086.6396207508283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13899.43098314147,0.0,0.0,0.0,1721.9661990548402,143971.2623568356,1,365,2024-01,2023-01-19
19,2604.292983152372,656.3651773209035,0.017073923243937417,25.356841941808963,0.32020174111046107,0.0,6965.535295964498,1438.354446100804,1072.8052445638596,6705.687349525114,870.7461168637392,969.6857700955813,874.945010719578,6840.225536373405,2061.337104999089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7139.705608375783,0.0,0.0,1817.6309878912198,142034.27986303213,1,365,2024-01,2023-01-20
20,2583.913698275899,615.2379660738906,0.008721521669666945,1314.6665137064315,0.25314778051847686,0.0,6998.630345683391,1410.732460831971,1121.1157072582653,10590.396798893278,763.3235545158226,931.1218862256196,945.7047271798523,7200.2934043515625,2046.7825452137863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29630.375800623784,0.0,1913.295776727598,140752.13068971754,1,365,2024-01,2023-01-21
21,2579.501723776137,539.8363707316292,0.00765488549553298,1154.0773149869951,0.20205805829649826,0.0,7026.849801026963,1393.8568438832485,1175.944414477809,11117.250629581074,646.3531311902858,971.3399068093719,881.3381379663155,6538.266992373827,2044.1096945628399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37071.77689515955,2008.960565563978,140297.92813388022,1,365,2024-01,2023-01-22
22,2590.2762108954835,531.0454301687508,0.006256481666639749,394.92943275878383,0.1626275794773048,0.0,7135.946680555224,1378.5591941429302,1141.4945828095786,7992.47401489879,617.7312812042048,885.2430791127333,806.197834417784,7587.438921973958,2053.137365720381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2660.6627712296213,0.0,0.0,0.0,0.0,0.0,0.0,2104.625354400361,140714.6107925673,1,365,2024-01,2023-01-23
23,2616.0475242075427,425.35590810098137,0.005871935813160752,175.47650771870582,0.13194431389318254,0.0,7324.2238805476045,1303.4471428008126,1148.183060749504,8105.344740661084,688.1270150115696,901.0883526114754,814.038569493736,7176.54984694079,2073.466852301627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11986.990392933558,0.0,0.0,0.0,0.0,0.0,2200.290143236744,141917.36018470736,1,365,2024-01,2023-01-24
24,2651.4923629585924,398.5526523777456,0.006759647195940962,90.14729906397527,0.10784204835508043,0.0,7489.891235292453,1380.7060916897365,1188.5059500118473,7541.8851837765105,626.2383462625878,854.225071674437,793.81262253236,7197.482550343478,2100.3590603396487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13821.652368955085,0.0,0.0,0.0,0.0,2295.9549320731185,143711.69051769434,1,365,2024-01,2023-01-25
25,2682.5180114540913,486.61606125284277,0.011007330723862363,50.924864128621586,0.0884880782644175,0.0,7495.288777382101,1356.4222077698516,1183.0325299874464,4813.744079217686,595.9720364907048,803.616790686989,775.5098709103211,5409.205434023979,2122.757017618388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13899.43098314147,0.0,0.0,0.0,2391.6197209094994,145826.18772004603,1,365,2024-01,2023-01-26
26,2697.4391417018196,398.7635225755937,0.009047037984651307,30.694047724357485,0.07265153711369232,0.0,6783.489936500131,1259.2636620511264,1173.6101415498476,4120.347675139835,617.7285605332983,754.5353884009703,846.3572953375564,7772.728091162246,2133.011857233227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7139.705608375783,0.0,0.0,2487.2845097458794,147958.6319747749,1,365,2024-01,2023-01-27
27,2703.29181473203,302.9496339192941,0.004619729104629128,1151.014144361625,0.05979517878056407,0.0,5429.488114043798,1514.8386004755462,1195.08095084561,5155.900978997871,706.58829620592,838.5271487827888,843.7301698351209,8397.03888705801,2137.604369560851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29630.375800623784,0.0,2582.9492985822617,149829.32393977005,1,365,2024-01,2023-01-28
28,2714.9267798072738,348.62318711655206,0.0055584748522580696,1869.9344366108564,0.049442803882719384,0.0,4534.146401849043,1455.5603671666352,1210.3238917664871,5636.0312236436275,557.5034320963669,799.872128398548,772.7484935819213,11190.540853628165,2146.8104102813595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37071.77689515955,2678.614087418644,151229.60733375518,1,365,2024-01,2023-01-29
29,2735.297390598392,595.572286481728,0.00978952390672076,620.5798930059674,0.04104703008251671,0.0,4287.949759386533,1309.0145446760782,1226.3054975980242,7065.899958936839,556.0343772398785,812.1694144793909,779.5796077654117,6707.716914691388,2201.935953658908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2660.6627712296213,0.0,0.0,0.0,0.0,0.0,0.0,2774.2788762550217,152052.23813903466,1,365,2024-01,2023-01-30
30,2755.4696141139143,332.56706173933264,0.012916503840467225,267.1419415451379,0.03414624380742729,0.0,4181.910877951655,1368.627883014484,1260.7220462174878,7861.523533431924,566.7383761065205,998.9796497053788,811.7800215646099,6012.399943110409,2227.009228302622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11986.990392933558,0.0,0.0,0.0,0.0,0.0,2869.943665091403,152295.61936468302,1,365,2024-01,2023-01-31
31,2765.1043836215285,332.53998816028974,0.009674121371971687,132.53673330594222,0.028410447527304393,0.0,6042.71791658471,679.8315885925583,635.8689267531802,9248.999620746363,394.44427524092004,978.3101583749734,822.7741234957153,12319.612340809588,2237.799558919841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13821.652368955085,0.0,0.0,0.0,0.0,2965.608453927782,152043.2835920806,1,365,2024-01,2023-02-01
32,2761.863325465578,518.7910112187018,0.006905806786455139,72.30810456474002,0.02366235831691392,0.0,7393.129190904817,781.7600748017669,548.2511546643823,8083.20354008104,983.442279661196,1014.5092205585821,1040.701682773088,10461.305317764685,2236.370077230582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13899.43098314147,0.0,0.0,0.0,3061.2732427641604,151428.19152788387,1,365,2024-01,2023-02-02
33,2750.427605211416,413.0025763314693,0.005141791047861077,42.37357799775329,0.01977904348646705,0.0,7435.239781923447,1185.0717522731043,597.0795119171132,7569.865300154438,706.9675763265701,1170.096732235204,1102.5754055335412,9978.171391314818,2226.330465500549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7139.705608375783,0.0,0.0,3156.9380316005386,150594.6955464806,1,365,2024-01,2023-02-03
34,2735.170081135976,382.0299685955146,0.005629823978235208,26.270477549928312,0.01661899106034628,0.0,7388.50901321855,1134.914984511708,545.1328721025574,10000.176419922802,789.9540680806305,1557.2308050593588,1058.8706420550993,8940.863487056879,2211.024311043928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29630.375800623784,0.0,3252.6028204369195,149669.04219434145,1,365,2024-01,2023-02-04
