,ds,os,y,channel_1,channel_2,channel_3,channel_4,channel_5,weekly_android,weekly_ios,trend_android,trend_ios,yearly_ios,yearly_android
1677,2021-07-08,ios,0.3472668810289389,0.0,0.06867416301378566,0.0746466016028782,0.0,0.008776480760916559,0.32115765514682526,0.13329150735580234,0.0,0.9749834184961557,0.8456704493098014,0.6021396480057757
1683,2021-07-08,android,0.2282958199356913,0.4221974270688395,0.23310251360565826,0.07863869460740223,0.0,0.0,0.15645833305954118,0.32255379232776865,0.6249356772874929,0.0,0.5033736033736576,0.8506194894136279
1689,2021-07-09,ios,0.4887459807073955,0.0,0.0744044215742329,0.0815199151575358,0.0,0.0167747514051016,0.32115765514682526,0.5215972773222656,0.0,0.97506635196402,0.8310082671318274,0.6021396480057757
1673,2021-07-09,android,0.32218649517684883,0.3906636912482607,0.20336276814264237,0.08395980722503389,0.0,0.0,0.49137756039125025,0.32255379232776865,0.6249084238275882,0.0,0.5033736033736576,0.8419356877852159
754,2021-07-10,ios,0.707395498392283,0.0,0.08237934904601571,0.08216932246848613,0.0,0.014656290531776913,0.32115765514682526,0.9999999999999165,0.0,0.9751492854318844,0.8115551097599014,0.6021396480057757
721,2021-07-10,android,0.47395498392282964,0.6064783152135462,0.2330347500158821,0.09836926608583588,0.0,0.0,0.9999999999997276,0.32255379232776865,0.6248811703676835,0.0,0.5033736033736576,0.8310719717020045
814,2021-07-11,ios,0.6508038585209003,0.0,0.07760201596679585,0.077108308386248,0.0,0.007782101167315175,0.32115765514682526,0.5136646421809575,0.0,0.975232218899749,0.7872450368306421,0.6021396480057757
820,2021-07-11,android,0.4096463022508039,0.8010444426101927,0.21763547423924784,0.07586151347142608,0.0,0.0,0.5205442286171621,0.32255379232776865,0.6248539169077788,0.0,0.5033736033736576,0.818067781538565
1740,2021-07-12,ios,0.4430868167202573,0.0,0.042267539122885035,0.07667033601374662,0.0,0.008041504539559015,0.32115765514682526,0.03301243273086846,0.0,0.9753151523676133,0.7581276439992157,0.6021396480057757
1756,2021-07-12,android,0.309967845659164,0.3576545291606726,0.12786565868326874,0.08994375159415231,0.0,0.0,0.024276322181935706,0.32255379232776865,0.6248266634478742,0.0,0.5033736033736576,0.8030141776213181
1716,2021-07-13,ios,0.4591639871382637,0.0,0.03283992969527561,0.06266361036903786,0.0,0.007349762213575444,0.32115765514682526,5.366818101038007e-13,0.0,0.9753980858354776,0.7243700381129741,0.6021396480057757
1711,2021-07-13,android,0.2823151125401929,0.2784266443412023,0.12494335387417149,0.043852613067350416,0.0,0.0,6.29551966113695e-13,0.32255379232776865,0.6247994099879695,0.0,0.5033736033736576,0.7860523881485153
1742,2021-07-14,android,0.26688102893890675,0.21269574086739146,0.11402494547148635,0.02836919896363319,0.0,0.0,0.055447141775559705,0.32255379232776865,0.6247721565280648,0.0,0.5033736033736576,0.7673710820813423
1746,2021-07-14,ios,0.4340836012861736,0.0,0.03397496982402643,0.05777375790363937,0.0,0.011673151750972763,0.32115765514682526,0.05631068670229317,0.0,0.975481019303342,0.6862558432252802,0.6021396480057757
1593,2021-07-15,ios,0.4617363344051447,0.0,0.03684221671643055,0.06359325287618639,0.0,0.009122351923908345,0.32115765514682526,0.13329150735560757,0.0,0.9755639527712066,0.6441812313449189,0.6021396480057757
1631,2021-07-15,android,0.26173633440514465,0.22238108152725045,0.11681172310103129,0.03323891476822703,0.0,0.0,0.1564583330594181,0.32255379232776865,0.6247449030681602,0.0,0.5033736033736576,0.7472024333335335
1695,2021-07-16,android,0.31639871382636653,0.14913891705775537,0.10832009825720518,0.029637808594326832,0.0,0.0,0.491377560391623,0.32255379232776865,0.6247176496082555,0.0,0.5033736033736576,0.7258170749036844
1658,2021-07-16,ios,0.4932475884244373,0.0,0.036617749825296995,0.05762273294760441,0.0,0.010765239948119325,0.32115765514682526,0.5215972773225853,0.0,0.9756468862390709,0.5986480506271543,0.6021396480057757
1684,2021-07-17,ios,0.7234726688102894,0.0,0.024420303665586684,0.05671490515632761,0.0,0.01067877215737138,0.32115765514682526,0.9999999999999547,0.0,0.9757298197069353,0.5502542009071537,0.6021396480057757
1675,2021-07-17,android,0.36720257234726694,0.04817465745348207,0.08194312093683163,0.06242868265965016,0.0,0.0,0.9999999999998516,0.32255379232776865,0.6246903961483509,0.0,0.5033736033736576,0.7035180711952942
1753,2021-07-18,android,0.3421221864951769,0.05172983043652572,0.08721597526628974,0.08783108026472997,0.0,0.0,0.5205442286167357,0.32255379232776865,0.6246631426884461,0.0,0.5033736033736576,0.6806340628311283
1739,2021-07-18,ios,0.5627009646302251,0.0,0.02106177074730534,0.06502966801358553,0.0,0.0060527453523562475,0.32115765514682526,0.513664642180506,0.0,0.9758127531747998,0.49968147994307477,0.6021396480057757
1757,2021-07-19,android,0.2482315112540193,0.06783718133150957,0.08617411007348115,0.07318837174960734,0.0,0.0,0.024276322182821497,0.32255379232776865,0.6246358892285414,0.0,0.5033736033736576,0.6575117600889102
1764,2021-07-19,ios,0.40192926045016075,0.0,0.02228575058763738,0.05871850290639138,0.0,0.005750108084738435,0.32115765514682526,0.03301243273171045,0.0,0.9758956866426641,0.4476811914837817,0.6021396480057757
1743,2021-07-20,android,0.21093247588424438,0.06031265476499305,0.09801156216250556,0.039474567397403716,0.0,0.0,4.293787547737793e-13,0.32255379232776865,0.6246086357686368,0.0,0.5033736033736576,0.6345079780582622
1754,2021-07-20,ios,0.3723472668810289,0.0,0.022616098087796202,0.05836946745244392,0.0,0.004798962386511025,0.32115765514682526,3.879119248040297e-13,0.0,0.9759786201105285,0.39505786644014446,0.6021396480057757
1767,2021-07-21,android,0.21864951768488747,0.04863305662335212,0.09262859199966118,0.046965405216737595,0.0,0.0,0.05544714177546706,0.32255379232776865,0.6245813823087322,0.0,0.5033736033736576,0.6119814183025001
1728,2021-07-21,ios,0.38456591639871385,0.0,0.021121063888359486,0.06306130941992992,0.0,0.005750108084738435,0.32115765514682526,0.05631068670219713,0.0,0.976061553578393,0.34265149938659045,0.6021396480057757
1744,2021-07-22,android,0.25016077170418005,0.06728739711812844,0.09090909090909091,0.09041360701292774,0.0,0.0,0.15645833305960877,0.32255379232776865,0.6245541288488275,0.0,0.5033736033736576,0.5902844078903025
1763,2021-07-22,ios,0.4045016077170418,0.0,0.02340384981894416,0.07170497107033065,0.0,0.00743623000432339,0.32115765514682526,0.13329150735581785,0.0,0.9761444870462573,0.29131874294949445,0.6021396480057757
1679,2021-07-23,ios,0.5048231511254019,0.0,0.02533511212756496,0.05229155199957042,0.0,0.01664504971897968,0.32115765514682526,0.5215972773231157,0.0,0.9762274205141217,0.24191353126041032,0.6021396480057757
1656,2021-07-23,android,0.2906752411575563,0.05735148456477136,0.09388645363488131,0.07693546871434133,0.0,0.0,0.49137756039210395,0.32255379232776865,0.6245268753889228,0.0,0.5033736033736576,0.5697548070058684
1663,2021-07-24,ios,0.6655948553054662,0.0,0.024822649979882684,0.05247446000187942,0.0,0.021703415477734547,0.32115765514682526,0.9999999999999509,0.0,0.9763103539819862,0.19526761978089158,0.6021396480057757
1700,2021-07-24,android,0.3607717041800643,0.08814382237105865,0.09441162145564662,0.058030500328898796,0.0,0.0,0.9999999999998463,0.32255379232776865,0.6244996219290181,0.0,0.5033736033736576,0.5507082909632435
1718,2021-07-25,ios,0.4662379421221865,0.0,0.02364949283188277,0.06389026862305514,0.0,0.017769130998702982,0.32115765514682526,0.5136646421827678,0.0,0.9763932874498505,0.15217153199667655,0.6021396480057757
1720,2021-07-25,android,0.2765273311897106,0.055644647784354885,0.09185778116595728,0.07731470915949577,0.0,0.0,0.5205442286190161,0.32255379232776865,0.6244723684691135,0.0,0.5033736033736576,0.5334312015220922
1709,2021-07-26,android,0.22315112540192927,0.06932587316935122,0.09076085805645555,0.05896685505631553,0.0,0.0,0.02427632218251735,0.32255379232776865,0.6244451150092087,0.0,0.5033736033736576,0.5181741462626498
1729,2021-07-26,ios,0.3414790996784566,0.0,0.02202740190161574,0.048113194882603266,0.0,0.0063986165153480335,0.32115765514682526,0.03301243273144472,0.0,0.9764762209177149,0.11335639366324846,0.6021396480057757
1722,2021-07-27,android,0.2032154340836013,0.05958894417847794,0.09304364398704022,0.03890402867460498,0.0,0.0,1.0509926262614044e-12,0.32255379232776865,0.6244178615493041,0.0,0.5033736033736576,0.5051465039024187
1747,2021-07-27,ios,0.3440514469453376,0.0,0.02252715837621498,0.03834188022714154,0.0,0.007090358841331604,0.32115765514682526,8.997247391562269e-13,0.0,0.9765591543855793,0.079477112723143,0.6021396480057757
1760,2021-07-28,android,0.2122186495176849,0.0587635308822489,0.09530948902018085,0.023314897101663287,0.0,0.0,0.05544714177572807,0.32255379232776865,0.6243512181377247,0.0,0.5033736033736576,0.4945119684372622
1751,2021-07-28,ios,0.354983922829582,0.0,0.026368506871651525,0.0391238538883892,0.0,0.0083873757025508,0.32115765514682526,0.05631068670241279,0.0,0.9766420709937154,0.051097328332193714,0.6021396480057757
1733,2021-07-29,android,0.22958199356913184,0.06390025469895998,0.09436079876331449,0.024103582983179175,0.0,0.0,0.15645833305957318,0.32255379232776865,0.624284574726145,0.0,0.5033736033736576,0.4863852365784067
1762,2021-07-29,ios,0.3813504823151126,0.0,0.026825911102640664,0.04560282450228886,0.0,0.009122351923908345,0.32115765514682526,0.1332915073557967,0.0,0.9767249876018513,0.028676506573682037,0.6021396480057757
772,2021-07-30,android,0.27845659163987135,0.060034077777515744,0.08924888295957478,0.026394128149709362,0.0,0.0,0.49137756039011227,0.32255379232776865,0.6242179313145654,0.0,0.5033736033736576,0.4808299119545465
824,2021-07-30,ios,0.48681672025723477,0.0,0.022535628824937003,0.03410814729296156,0.0,0.015131863380890618,0.32115765514682526,0.5215972773210676,0.0,0.9768079042099874,0.012559504668675059,0.6021396480057757
715,2021-07-31,ios,0.4881028938906753,0.0,0.023780784787074096,0.05470962935119679,0.0,0.03575443147427584,0.32115765514682526,0.9999999999999891,0.0,0.9768908208181234,0.0029688613196138247,0.6021396480057757
764,2021-07-31,android,0.31832797427652737,0.0328809282362097,0.0892531181839358,0.05469620491066035,0.0,0.0,0.9999999999999699,0.32255379232776865,0.6241512879029859,0.0,0.5033736033736576,0.4778576668225002
801,2021-08-01,ios,0.43472668810289394,0.0,0.026444740910149717,0.07666865795867957,0.0,0.03069606571552097,0.32115765514682526,0.5136646421823161,0.0,0.9769737374262595,0.0,0.6021396480057757
778,2021-08-01,android,0.3041800643086817,0.06240124519491546,0.0944878554941448,0.0992838060973809,0.0,0.0,0.5205442286185897,0.32255379232776865,0.6240846444914063,0.0,0.5033736033736576,0.4774286685045088
1712,2021-08-02,ios,0.332475884244373,0.0,0.0239840755564026,0.06483669168087419,0.0,0.00730652831820147,0.32115765514682526,0.0330124327311791,0.0,0.9770566540343955,0.0036194564599288936,0.6021396480057757
1710,2021-08-02,android,0.21479099678456592,0.08370280404688347,0.09852402431018784,0.1004416640936489,0.0,0.0,0.02427632218221326,0.32255379232776865,0.6240180010798269,0.0,0.5033736033736576,0.47945324438026304
1741,2021-08-03,android,0.24180064308681673,0.058610239841520646,0.10020964360587002,0.09462216912110187,0.0,0.0,8.507639037702575e-13,0.32255379232776865,0.6239513576682473,0.0,0.5033736033736576,0.48379472692572556
1759,2021-08-03,ios,0.3543408360128617,0.0,0.02325561696630879,0.054328710850975286,0.0,0.007609165585819283,0.32115765514682526,7.509548538564559e-13,0.0,0.9771395706425314,0.013666163486968474,0.6021396480057757
796,2021-08-04,android,0.2533762057877813,0.056076515812560436,0.07797471571056477,0.03737699856358486,0.0,0.0,0.05544714177563542,0.32255379232776865,0.6238847142566677,0.0,0.5033736033736576,0.4902733898965932
792,2021-08-04,ios,0.37299035369774924,0.0,0.028227770366135146,0.04322166436213771,0.0,0.007565931690445309,0.32115765514682526,0.05631068670231676,0.0,0.9772224872506675,0.029855747167277513,0.6021396480057757
793,2021-08-05,android,0.2347266881028939,0.08230991910949698,0.06931368189229825,0.018997261414130565,0.0,0.0,0.15645833305953752,0.32255379232776865,0.6238180708450882,0.0,0.5033736033736576,0.4986713591247046
830,2021-08-05,ios,0.3993569131832797,0.0,0.028706350718929335,0.034359855553019826,0.0,0.00959792477302205,0.32115765514682526,0.1332915073557755,0.0,0.9773054038588035,0.051787711650016444,0.6021396480057757
734,2021-08-06,android,0.2437299035369775,0.07924262434261727,0.07257903987463736,0.020386691009652173,0.0,0.0,0.49137756039053904,0.32255379232776865,0.6237514274335086,0.0,0.5033736033736576,0.5087383572603476
